effective_record_id	source_family_id	year_id	preparation_service_id	assertion_count	mapped_concept_mentions	distinct_mapped_concepts	v_acidity	v_sweetness	v_body	v_floral	v_fruity	v_nutty_chocolate	v_fermented_winey	v_bitter_roasted	v_spice	v_herbal_green	v_woody_earthy	v_defect	axis_basis	vector_state	product_candidate_rights	projection_basis
effective-b2:01d59093c6484bd87aebab67	family.coffeereview_kaggle_parsed	year.2001	CUPPING	3	0	0	0.3223	0.0000	0.9466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01d7999d54f643c781ed1d50	family.coffeereview_kaggle_parsed	year.2016	CUPPING	8	3	3	0.3047	0.6172	0.2985	0.2374	0.6172	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01d8739e96ba0eff063f3dcf	family.coffeereview_kaggle_parsed	year.2020	CUPPING	5	4	4	0.3041	0.6160	0.2979	0.0973	0.5836	0.2918	0.0000	0.0648	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01d9ee092e059135be2812e8	family.coffeereview_kaggle_parsed	year.2016	CUPPING	3	1	1	0.1787	0.7006	0.1625	0.0000	0.6005	0.0000	0.3003	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01dccab9cea09f52120af715	family.coffeereview_kaggle_parsed	year.2009	CUPPING	6	6	6	0.6980	0.1342	0.0423	0.0000	0.4832	0.1074	0.0000	0.3222	0.2685	0.0000	0.2685	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01dd0d543235eb70168ec793	family.ace_cup_of_excellence	year.2024	CUPPING	24	12	10	0.2283	0.7656	0.0000	0.0806	0.4835	0.2418	0.0000	0.2418	0.0000	0.0537	0.0403	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01dd9dbfb542c9a7bc517b73	family.coffeereview_kaggle_parsed	year.2019	CUPPING	5	3	3	0.2451	0.1489	0.2401	0.0000	0.4468	0.4964	0.0993	0.4964	0.0000	0.0000	0.3972	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01dddb9da760a2689f9ee54c	family.ace_cup_of_excellence	year.2018	CUPPING	20	7	6	0.5467	0.1325	0.0000	0.0000	0.8118	0.0000	0.0663	0.0497	0.0000	0.0000	0.1325	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01de0609f49e562ef63edae3	family.coffeereview_kaggle_parsed	year.2012	CUPPING	2	1	1	0.2411	0.0000	0.2192	0.0000	0.0000	0.9454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01e025fe70fabfa759725246	family.ace_cup_of_excellence	year.2025	CUPPING	28	13	11	0.5462	0.3066	0.0000	0.0000	0.7570	0.1725	0.0192	0.0671	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01f544c52bf3b978176c0d73	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	1	1	0.3553	0.0000	0.3480	0.0000	0.0000	0.0000	0.1799	0.4498	0.0000	0.0000	0.7197	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01f71a602564b49812fe3728	family.coffeereview_kaggle_parsed	year.2009	CUPPING	4	1	1	0.1894	0.5305	0.1722	0.0000	0.7427	0.0000	0.3183	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:01f8dd909dd8d10f529dc8b8	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	4	4	0.2829	0.1212	0.1687	0.0000	0.7274	0.4041	0.0808	0.1212	0.4041	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0202231dfa0c2d91dd0865a4	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	2	2	0.3136	0.6353	0.1473	0.0000	0.0000	0.1906	0.0000	0.1906	0.0000	0.0000	0.6353	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:022134ef95dbda10192d4334	family.coffeereview_kaggle_parsed	year.2024	ESPRESSO	5	0	0	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:022d613ee59704988d6c4435	family.coffeereview_kaggle_parsed	year.2016	CUPPING	4	3	3	0.3337	0.1668	0.1290	0.5561	0.4449	0.0000	0.0000	0.5561	0.0000	0.0000	0.0000	0.1668	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:022f7577b32bad8cc7084d41	family.coffeereview_kaggle_parsed	year.2022	CUPPING	7	1	1	0.2237	0.0000	0.4243	0.0000	0.0000	0.8774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0232e851aa1660986ab2a5cb	family.ace_cup_of_excellence	year.2024	CUPPING	8	3	2	0.0000	0.9439	0.3304	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:023882cf998969ba4fb955ae	family.coffeereview_kaggle_parsed	year.2014	CUPPING	4	2	2	0.3028	0.3067	0.2966	0.0000	0.6134	0.0000	0.1227	0.3067	0.0000	0.0000	0.4907	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:023f337e807f5bdd856a1950	family.coffeereview_kaggle_parsed	year.2015	CUPPING	4	2	2	0.1848	0.7248	0.1681	0.0000	0.0000	0.1812	0.0000	0.1208	0.6040	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0245ce7e65e29198f731ce2e	family.coffeereview_kaggle_parsed	year.2016	CUPPING	4	1	1	0.2411	0.0000	0.2192	0.0000	0.0000	0.9454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0247ca22b15e90d5efe03b91	family.coffeereview_kaggle_parsed	year.2010	CUPPING	4	1	1	0.8758	0.0000	0.2031	0.0000	0.4379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:025a84564a49bcfaf9f82f77	family.coffeereview_kaggle_parsed	year.2010	CUPPING	2	0	0	0.7398	0.0000	0.6728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0267651803661e23eb3a2d96	family.coffeereview_kaggle_parsed	year.2021	CUPPING	6	4	4	0.3579	0.0000	0.3506	0.1812	0.1087	0.7250	0.0000	0.2175	0.0000	0.0000	0.3625	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:026db580586578bf299db70b	family.ace_cup_of_excellence	year.2023	CUPPING	55	32	17	0.4995	0.3406	0.0000	0.1726	0.7629	0.0636	0.0272	0.0454	0.0000	0.1226	0.0272	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02704e0a112a902d2d7119ad	family.coffeereview_kaggle_parsed	year.2009	CUPPING	3	1	1	0.2411	0.0000	0.2192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9454	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0271fdbc79f6d59dc8576f17	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	3	3	0.5224	0.5224	0.2526	0.1567	0.2612	0.5224	0.0000	0.1567	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:027e2586409e15aa7401050d	family.coffeereview_kaggle_parsed	year.2004	CUPPING	1	0	0	0.8671	0.0000	0.4981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:028167cc55ce222ffab600a3	family.coffeereview_kaggle_parsed	year.2025	CUPPING	5	1	1	0.3756	0.0000	0.3679	0.0000	0.0000	0.7608	0.0000	0.3804	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:028b1fe6ed4aba041e379bec	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	3	3	0.2871	0.0000	0.1331	0.0000	0.4593	0.5741	0.0000	0.1722	0.0000	0.0000	0.5741	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:028efdea56e51ab1427c5130	family.coffeereview_kaggle_parsed	year.1998	CUPPING	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02a38835dd80e722cff850ab	family.ace_cup_of_excellence	year.2023	CUPPING	28	14	12	0.5350	0.3368	0.0297	0.0991	0.7529	0.0396	0.0396	0.0991	0.0991	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02b5a47f28b024ad7283551c	family.coffeereview_kaggle_parsed	year.2012	CUPPING	5	2	2	0.3186	0.3716	0.1970	0.0000	0.8495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02b6d8c6562054a40795057c	family.coffeereview_kaggle_parsed	year.2008	CUPPING	3	3	3	0.5639	0.0000	0.1846	0.0000	0.7960	0.0000	0.0663	0.0995	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02bc5c36fec02a3df86fc7e9	family.coffeereview_kaggle_parsed	year.2021	CUPPING	6	3	2	0.5210	0.0000	0.2520	0.5210	0.3126	0.5210	0.0000	0.1563	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02cc5bfdfe2a9d25ef6ea230	family.coffeereview_kaggle_parsed	year.2012	CUPPING	3	3	3	0.3676	0.4964	0.1727	0.0827	0.7446	0.0000	0.1655	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02cea32977aaf31883b8324a	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.2617	0.1591	0.1229	0.0000	0.4772	0.5302	0.0000	0.3181	0.0000	0.0000	0.5302	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02d106fd3400d2500f138d2d	family.ace_cup_of_excellence	year.2025	CUPPING	15	6	6	0.5451	0.1692	0.0000	0.0000	0.7895	0.0000	0.2256	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02d422b41e1e6c22d7980dfc	family.coffeereview_kaggle_parsed	year.2011	CUPPING	5	3	2	0.8095	0.0000	0.0491	0.0000	0.4047	0.0000	0.0000	0.1214	0.0000	0.0000	0.4047	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02dcfbd16df21e9b4561976e	family.coffeereview_kaggle_parsed	year.2012	CUPPING	7	2	2	0.3421	0.6930	0.1607	0.1733	0.0000	0.0000	0.0000	0.1155	0.5775	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02e33f55ccba87da0577bfd1	family.coffeereview_kaggle_parsed	year.2014	CUPPING	5	5	5	0.1754	0.4486	0.3326	0.0000	0.2991	0.6878	0.0000	0.1495	0.0000	0.2692	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02e45f058a0d9999f414c90e	family.coffeereview_kaggle_parsed	year.2009	CUPPING	13	4	2	0.2954	0.2216	0.0403	0.0000	0.6648	0.0000	0.1477	0.2216	0.0000	0.0000	0.5909	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02e77c5b6b0461f850fbdebd	family.coffeereview_kaggle_parsed	year.2008	CUPPING	2	1	1	0.2369	0.0000	0.0563	0.0000	0.0000	0.9290	0.0000	0.2787	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02f15f7ff3cbb8f507fa99e3	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	4	4	0.5311	0.0000	0.1232	0.0000	0.5311	0.4086	0.1634	0.2451	0.0000	0.0000	0.4086	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02f89ce8f85f71944949a1a3	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	2	2	0.2346	0.0000	0.2134	0.0000	0.0000	0.9201	0.0000	0.2300	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02fa5349f6ae1c14dd5ec6f0	family.coffeereview_kaggle_parsed	year.2018	CUPPING	7	5	3	0.3322	0.6729	0.1560	0.1346	0.6280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:02ffe7bd5ae8702c3fcd394f	family.ace_cup_of_excellence	year.2022	CUPPING	28	8	4	0.1592	0.6900	0.3715	0.1592	0.4777	0.0000	0.1061	0.1592	0.0000	0.2123	0.1592	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0309e4a6d4a197f8220028d7	family.coffeereview_kaggle_parsed	year.2018	CUPPING	5	3	3	0.1350	0.4764	0.1228	0.0000	0.0000	0.0000	0.0000	0.4235	0.5293	0.0000	0.5293	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:030ab6b6e0e3a845997bca76	family.ace_cup_of_excellence	year.2018	CUPPING	17	3	3	0.3563	0.5939	0.0792	0.0792	0.7126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:030f90fb69f0570dacde30b5	family.coffeereview_kaggle_parsed	year.2021	CUPPING	6	5	3	0.5545	0.5823	0.1350	0.0000	0.5545	0.0000	0.0000	0.1664	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:03179c0b24292650f7b2fc23	family.coffeereview_kaggle_parsed	year.2006	CUPPING	1	2	2	0.0524	0.5162	0.1539	0.0000	0.4425	0.6637	0.2212	0.1475	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:031981af7b533f0d631c1485	family.zenodo_golovinsky_q_grader_dataset	year.2026	CUPPING	54	20	14	0.4027	0.5719	0.0000	0.1611	0.6121	0.2819	0.0805	0.1450	0.0000	0.0564	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:031aee66cdcfb6f5469819ce	family.coffeereview_kaggle_parsed	year.2022	CUPPING	4	4	4	0.3297	0.1002	0.3229	0.0000	0.5342	0.6678	0.1336	0.1669	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:031bd4135da626b938690e4b	family.coffeereview_kaggle_parsed	year.2016	CUPPING	4	3	3	0.2991	0.6480	0.3134	0.1495	0.3987	0.4486	0.0000	0.0997	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:032830a2d5106f66ed0903cf	family.coffeereview_kaggle_parsed	year.2018	CUPPING	5	3	3	0.3061	0.6200	0.2998	0.1431	0.4292	0.4769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:032edd7e77e0db4e333efc3c	family.coffeereview_kaggle_parsed	year.2010	CUPPING	5	3	3	0.0000	0.4404	0.1589	0.0000	0.0000	0.6851	0.0000	0.3426	0.0000	0.4404	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:033437d12a02e84749a38726	family.coffeereview_kaggle_parsed	year.2006	CUPPING	3	1	1	0.2411	0.9454	0.2192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0334ffc338601c196c1252f7	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	4	4	0.3263	0.1102	0.3196	0.0000	0.3305	0.3672	0.1102	0.2937	0.0000	0.0000	0.6609	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:034c93a8782709338a96ac6e	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	3	3	0.2814	0.3282	0.1740	0.0000	0.7503	0.4689	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:034d0ac998be336d9f93912e	family.coffeereview_kaggle_parsed	year.2012	CUPPING	4	2	2	0.2142	0.8402	0.1948	0.1680	0.3921	0.0000	0.1680	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:034fcdae3b01521428c7fd53	family.coffeereview_kaggle_parsed	year.2018	CUPPING	5	2	2	0.3698	0.7491	0.1737	0.1498	0.4994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:03517581d25d6d206dcd6f47	family.ace_cup_of_excellence	year.2023	CUPPING	35	18	12	0.4745	0.1011	0.0778	0.0545	0.8401	0.0778	0.1789	0.0622	0.0000	0.0856	0.0233	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:0351fd6ef9cbf1c7c641332c	family.ace_cup_of_excellence	year.2024	CUPPING	28	8	7	0.4688	0.2620	0.0000	0.0000	0.8272	0.0000	0.1654	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
