concept_cluster_id	cleaned_form_count	cleaned_form_ids	cleaned_form_sha256s	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	neighbor_cluster_ids	canonical_concept_ids	mapping_state	normalization_authorities	assertion_support	effective_record_support	source_family_count	source_family_ids	year_count	year_ids	gold_assertion_count	silver_assertion_count	bronze_assertion_count	support_band	review_priority_score	reversible_to_source_assertions	human_reviewed	expert_adjudicated
concept-cluster:038ec107bdcb1118c54fde4c	1	cleaned-form:1ab391dfd3fba3c4e65fa1ae	1ab391dfd3fba3c4e65fa1aeda51f5ad6f062fd68fbca5bcc691d7874cb60a5f	1	source-form:d199bc0aedd47771badd93bc	en	STRICT_FLAVOR	1ab391dfd3fba3c4e65fa1aeda51f5ad6f062fd68fbca5bcc691d7874cb60a5f					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:03b0f2232902a6b39121f57c	1	cleaned-form:cf807da1f628f98a74d3cc96	cf807da1f628f98a74d3cc9662e0037c228d48469921f9ef087a6ded672bf132	1	source-form:90aab81c7dc14e7cf8cc6c67	en	STRICT_FLAVOR	cf807da1f628f98a74d3cc9662e0037c228d48469921f9ef087a6ded672bf132					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2022	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:03c713c86feda9976ce4421f	1	cleaned-form:6acecc03fd3cd57ae8d9b2ae	6acecc03fd3cd57ae8d9b2ae7c8c2f2870c875b7511645954c3161d1f593fb2a	1	source-form:51aa5df866690ca2ffefcff7	en	STRICT_FLAVOR	6acecc03fd3cd57ae8d9b2ae7c8c2f2870c875b7511645954c3161d1f593fb2a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:03c96f41cd27bbd6d5246617	1	cleaned-form:155402aacf35817d42482979	155402aacf35817d42482979fb05f11d001d13a8a88ea46a89f5e233801f93ff	1	source-form:155402aacf35817d42482979	en	STRICT_FLAVOR	9f2e7bb8c00e2e5a54ca1380a05e93a3e9b55f5d996390ada9e5223446d771f5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	sensory.orange|sensory.sweet	concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:d4de31bbc7198b47172036af|concept-cluster:d21f8042db787a7e15b5dc7a|concept-cluster:5d5003963af32a5efcf0d4f5|concept-cluster:729c7eaf769a42f7e6eec803		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2011	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:03c98c659350cfc21e638d0f	1	cleaned-form:c1a9ce1c510c4e0b1ce9ba55	c1a9ce1c510c4e0b1ce9ba55dca67cace526ed99896b9a86da83836b4c2369b8	2	source-form:c1a9ce1c510c4e0b1ce9ba55|source-form:e1a9ed555f4ed612784ae90c	en	STRICT_FLAVOR	c1a9ce1c510c4e0b1ce9ba55dca67cace526ed99896b9a86da83836b4c2369b8					GENUINE_ONTOLOGY_CANDIDATE		3	3	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	year.2025|year.2026	2	1	0	SUPPORT_1_4	243	true	false	false
concept-cluster:03f4cb0dd6677a9641e7f98b	1	cleaned-form:1d7d1486c016f62c0ef84837	1d7d1486c016f62c0ef8483783026c647f43c8342b5ac75528308f4e92e93755	1	source-form:1d7d1486c016f62c0ef84837	en	STRICT_FLAVOR	1d7d1486c016f62c0ef8483783026c647f43c8342b5ac75528308f4e92e93755		sensory.molasses|sensory.pineapple	concept-cluster:4d2f5a2f65307a1c18474729|concept-cluster:9d8fd85884da81aa18ff6900|concept-cluster:c9cdf4ae52f283d4c44d6117|concept-cluster:22b6e562cb96f0feca3a5d35|concept-cluster:6970ef28230d2f692599c38d		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2010	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:03f8f4da8c1f85bfee078e88	1	cleaned-form:bb46b09f297364cddcfc02b1	bb46b09f297364cddcfc02b1f06a9c881c2966666767c3aad701fb0ea3253c2c	1	source-form:bb46b09f297364cddcfc02b1	en	STRICT_FLAVOR	bb46b09f297364cddcfc02b1f06a9c881c2966666767c3aad701fb0ea3253c2c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2011	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:044ea9117ad6b61f3f6bccae	1	cleaned-form:645615d31ce80eb7c62ce878	645615d31ce80eb7c62ce8789984348bb684d29075a5a66129399e712afbdfe8	1	source-form:8961c9f6040922b103627d5a	en	STRICT_FLAVOR	645615d31ce80eb7c62ce8789984348bb684d29075a5a66129399e712afbdfe8					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:04a5ca027d40c9bfa0a41b0a	1	cleaned-form:d3dc88ae24a3be59843285c3	d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25	13	source-form:23422d83c69ab1bcc2036e53|source-form:26df959f1184aae3d2e810ff|source-form:324a4db2dea334d733744c4c|source-form:4a38719ce10d04cceb9ff9de|source-form:4c31557cf0add8b0fe5ffafa|source-form:55647a2b339915d33b59a244|source-form:55ca2bd59e27428549729724|source-form:56babe785381e5b789ac0ff3|source-form:6c455f5e6343aad487017e00|source-form:7a65680f6e3d6d0700a98b07|source-form:ac6378f17ab06618af859e7d|source-form:d3dc88ae24a3be59843285c3|source-form:f8d2799dd97114ea1b83846b	en	STRICT_FLAVOR	d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25			concept-cluster:ef9ae35f32b9c0b5212d0a5c|concept-cluster:fdcbadbbf26bea55b803b507		GENUINE_ONTOLOGY_CANDIDATE		56	54	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	12	year.2009|year.2011|year.2012|year.2013|year.2015|year.2016|year.2018|year.2020|year.2022|year.2024|year.2025|year.2026	27	29	0	SUPPORT_20_99	696	true	false	false
concept-cluster:04def19a9ac1dcc98a5f5c99	1	cleaned-form:8f9e588c3f866601e8c45e90	8f9e588c3f866601e8c45e9090d650f7cc984bdb40bcc3a3a0a8f1020e65a795	1	source-form:8f9e588c3f866601e8c45e90	en	STRICT_FLAVOR	8f9e588c3f866601e8c45e9090d650f7cc984bdb40bcc3a3a0a8f1020e65a795					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2013	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:04e505df680aff2f3f2c5448	1	cleaned-form:01bce3153df843f03a7a8e2e	01bce3153df843f03a7a8e2ef4d3d1ef887c07af173f55b1f902ad184a953b57	1	source-form:375e84104a1ad52bbacfc20b	en	STRICT_FLAVOR	01bce3153df843f03a7a8e2ef4d3d1ef887c07af173f55b1f902ad184a953b57		sensory.blackberry|sensory.wine_like_character	concept-cluster:68162add90e8707d23907f37|concept-cluster:2a29c88a3ea1b1bd8cbd948c|concept-cluster:4aca06f0c9c3da4545512838|concept-cluster:2e750f08dbba042b1a0ee022|concept-cluster:13a72645c651d30fbe41933e		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.sheba_coffee_yemen_auction	1	year.2021	0	0	1	SUPPORT_1_4	121	true	false	false
concept-cluster:053a2e0004cc966b38a6a9c8	1	cleaned-form:7c8349d45b11ada6671da9e5	7c8349d45b11ada6671da9e5f6243c6f7eff68e232b475f1c838ebbb44e29f1d	1	source-form:1a23999a12d4e666993dbb78	en	STRICT_FLAVOR	7c8349d45b11ada6671da9e5f6243c6f7eff68e232b475f1c838ebbb44e29f1d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2018	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:055cfb477110a124dc9a66f0	1	cleaned-form:8a1cbe6a8f0423f224aaf8fd	8a1cbe6a8f0423f224aaf8fd29e14eceaaaa78503f257ee6d35440af2e91c302	1	source-form:8a1cbe6a8f0423f224aaf8fd	en	STRICT_FLAVOR	8a1cbe6a8f0423f224aaf8fd29e14eceaaaa78503f257ee6d35440af2e91c302					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:059e9dbd7f678bd065f6e14b	1	cleaned-form:10c291e27c28578a64c57992	10c291e27c28578a64c579925390d366f6010b52afacee5055849b5a1c59cad8	1	source-form:10c291e27c28578a64c57992	en	STRICT_FLAVOR	10c291e27c28578a64c579925390d366f6010b52afacee5055849b5a1c59cad8		sensory.apple|sensory.mint	concept-cluster:c911030dc824bb4fa8bf2f14|concept-cluster:92fe7e04f66a24eb72edca24|concept-cluster:dac57ccd680e685c77c774ec|concept-cluster:da04996ce8dc79a4b6eb152d|concept-cluster:75ed22fb70a455bf66568401		COMPOUND_OF_EXISTING_CONCEPTS		2	2	1	family.ace_cup_of_excellence	1	year.2019	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:05a9641d70d85a03db2a3a15	1	cleaned-form:5a0e41ccb2772cccff26fa42	5a0e41ccb2772cccff26fa42e821bb81f43f5cecddbb7ffc9106df783563dc9a	1	source-form:b715bbab59100e93b0174122	en	SEMANTICALLY_UNRESOLVED	fced42d100c52e80f4adae4085c9af5ca730ff9b6d9e099638771500f506a9e9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9		concept-cluster:18c7ca9932be376c2ce7836c|concept-cluster:46ff81d17b64b5d4be5390d2|concept-cluster:20fce04384dc1ef133766e40|concept-cluster:7c5499edbea9a980d5290740|concept-cluster:d7d1b92c11cde1eda5e21b39		UNRESOLVED		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	221	true	false	false
concept-cluster:05dbe16d85366717610d0945	1	cleaned-form:a2d7ec5f1e0bd2cf198f667e	a2d7ec5f1e0bd2cf198f667e323a94e80b7924830253660648ef2c3d703becb5	1	source-form:1c89af30b7910a67a7efbc63	en	STRICT_FLAVOR	a2d7ec5f1e0bd2cf198f667e323a94e80b7924830253660648ef2c3d703becb5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:05f104bb44682439ceab4916	1	cleaned-form:1c8a3808683977eb9723b5db	1c8a3808683977eb9723b5dbf31bc23d42a09c2c340d9a8847cefaf205ae281b	1	source-form:1c8a3808683977eb9723b5db	en	STRICT_FLAVOR	1c8a3808683977eb9723b5dbf31bc23d42a09c2c340d9a8847cefaf205ae281b					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:05f74d3109fdfa07fe184de6	1	cleaned-form:9dff50df08c635815f4b19da	9dff50df08c635815f4b19da10f756605a34a79a48d4ba48712782502975a70e	1	source-form:9dff50df08c635815f4b19da	en	STRICT_FLAVOR	9dff50df08c635815f4b19da10f756605a34a79a48d4ba48712782502975a70e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:06001f465001fc031ff02ef2	1	cleaned-form:eb49ed3cf92039114b80c204	eb49ed3cf92039114b80c204759e7b0275a97efe89ac14e64dd6b4b52a01d721	1	source-form:eb49ed3cf92039114b80c204	en	STRICT_FLAVOR	eb49ed3cf92039114b80c204759e7b0275a97efe89ac14e64dd6b4b52a01d721					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:0600b59fd0272d0393fab222	1	cleaned-form:ab8268fee7bc51e7b9f25e5c	ab8268fee7bc51e7b9f25e5c900b803e29e32f733b6d63d833e7cbbad0c6c24b	2	source-form:ab8268fee7bc51e7b9f25e5c|source-form:cceab90908575d29c5fad845	en	QUALITY_EVALUATION	ab8268fee7bc51e7b9f25e5c900b803e29e32f733b6d63d833e7cbbad0c6c24b					QUALITY_OR_STRUCTURE_ATTRIBUTE		12	12	1	family.ace_cup_of_excellence	7	year.2010|year.2012|year.2017|year.2018|year.2022|year.2023|year.2024	0	12	0	SUPPORT_5_19	372	true	false	false
concept-cluster:0604d26c61c46fdd152367bb	1	cleaned-form:333bd548db5b9cd0661e010e	333bd548db5b9cd0661e010e8856899575501fc90cd7c9384649bbd2f6ef8582	1	source-form:333bd548db5b9cd0661e010e	en	STRICT_FLAVOR	333bd548db5b9cd0661e010e8856899575501fc90cd7c9384649bbd2f6ef8582		sensory.alcoholic|sensory.pineapple	concept-cluster:eadb89bf30bc52e6bcbc1756|concept-cluster:03f4cb0dd6677a9641e7f98b|concept-cluster:acdba9952dffa60e5f23d9e6|concept-cluster:747ab1ff74619354824bec12|concept-cluster:550c354ca9f3411d5b5fe931		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:0619508a3c32925b1091ad38	1	cleaned-form:26a3d1c2109e93e1d37d4225	26a3d1c2109e93e1d37d42256ce443ea4fd30f548a8cbff8568ed006e6c42f0b	1	source-form:26a3d1c2109e93e1d37d4225	en	STRICT_FLAVOR	26a3d1c2109e93e1d37d42256ce443ea4fd30f548a8cbff8568ed006e6c42f0b					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2010	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:065347af8ff1d5c5d065e251	1	cleaned-form:162fb91b4feb2d7210c0f1bd	162fb91b4feb2d7210c0f1bd25f970d71256d8e1b4e8b9a9860ff3d7530490f4	1	source-form:162fb91b4feb2d7210c0f1bd	en	STRICT_FLAVOR	162fb91b4feb2d7210c0f1bd25f970d71256d8e1b4e8b9a9860ff3d7530490f4					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2010	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:065884f6c25dcad209c3d3b6	1	cleaned-form:57210c537068ce04fec4c146	57210c537068ce04fec4c146e4c214e47e1913591cc32ac904eac438f1d52b7a	15	source-form:09723d487ed8348311f440f2|source-form:1975bac123896d1254a7d7cc|source-form:2e7725a245b312428bd5ac9e|source-form:3593addfcda289cae50170c4|source-form:549ce1e727257182d1738a39|source-form:57210c537068ce04fec4c146|source-form:6c8b097b415688ad0dfa375d|source-form:6d83b96161bc08d6332b8fdc|source-form:6fdab10e77e40d2946859dbe|source-form:885446c0b07dd22dec1f3350|source-form:9ce4037c579be255c2bf4ea6|source-form:bd1d97a2e4e0ee0f4db41728|source-form:c65621381c4341ba0a5f31d1|source-form:d1122ba0a77e623e61fb69b5|source-form:e64c4773854ce99033dc7258	en	BROAD_SENSORY	57210c537068ce04fec4c146e4c214e47e1913591cc32ac904eac438f1d52b7a			concept-cluster:a289074b4da7efdc3c00e12c		QUALITY_OR_STRUCTURE_ATTRIBUTE		24	23	3	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	10	year.2012|year.2015|year.2017|year.2018|year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	1	23	0	SUPPORT_20_99	664	true	false	false
concept-cluster:0684d9686ea98add6e839cfc	1	cleaned-form:09182dd8b7aee92e720540b2	09182dd8b7aee92e720540b2ee8524a457dee3a3b255dac838cd903aa8f988ec	1	source-form:0924a671165fef5acccb9188	en	STRICT_FLAVOR	09182dd8b7aee92e720540b2ee8524a457dee3a3b255dac838cd903aa8f988ec					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:068dfb271f0de36f117951ba	1	cleaned-form:f33b0526cfe2e132af64f3a3	f33b0526cfe2e132af64f3a3b4a93ab516cb82f3f628ebf3291cf887582be9fa	1	source-form:f33b0526cfe2e132af64f3a3	en	STRICT_FLAVOR	f33b0526cfe2e132af64f3a3b4a93ab516cb82f3f628ebf3291cf887582be9fa					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2019	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:06dd5caf87c277dcb0a7ad79	1	cleaned-form:07c2cb05bd6532ac2fc8b990	07c2cb05bd6532ac2fc8b9901990214de69ae0f0bafdf674e158622a1fc69788	1	source-form:e7b0dd6a4038021e0985e5c0	en	STRICT_FLAVOR	07c2cb05bd6532ac2fc8b9901990214de69ae0f0bafdf674e158622a1fc69788					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2025	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:06f67cbeba73d9732663b7fc	1	cleaned-form:fb6fd7921d8fd6a54b7deeec	fb6fd7921d8fd6a54b7deeec325c86a5bc37bbe63e4b5da609f4802e7e6c0608	1	source-form:08564416270ba39e203384f4	en	NON_DESCRIPTOR	fb6fd7921d8fd6a54b7deeec325c86a5bc37bbe63e4b5da609f4802e7e6c0608		sensory.bergamot|sensory.coconut|sensory.grape|sensory.jasmine|sensory.lemon|sensory.orange|sensory.plum	concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:52b7c61a38c789b41097ec09|concept-cluster:d4de31bbc7198b47172036af|concept-cluster:d21f8042db787a7e15b5dc7a|concept-cluster:5d5003963af32a5efcf0d4f5		NON_DESCRIPTOR		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:070a10a8919527a7477aae67	1	cleaned-form:25a154f482005a92c17b4124	25a154f482005a92c17b4124b961f23e5b672ed6110538c3642d3a12f02d02ce	1	source-form:dd9c5278f783bdc044ab828f	en	STRICT_FLAVOR	25a154f482005a92c17b4124b961f23e5b672ed6110538c3642d3a12f02d02ce					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2023	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:07b1b4f2584fcfe08bcf23a6	1	cleaned-form:306146bb8377d71707b52e0f	306146bb8377d71707b52e0f2a3cf664d478a7821bf4bdc520a97f41e7ba1056	1	source-form:cf65f5a8ffb89cb06d5c0685	en	STRICT_FLAVOR	306146bb8377d71707b52e0f2a3cf664d478a7821bf4bdc520a97f41e7ba1056					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:07c890764df7542fc3f10afd	1	cleaned-form:d15d0ed6ee3504f278e39a29	d15d0ed6ee3504f278e39a29255d8215a0f96e8d494adf2e02e889d240c1f61f	1	source-form:d15d0ed6ee3504f278e39a29	en	STRICT_FLAVOR	d15d0ed6ee3504f278e39a29255d8215a0f96e8d494adf2e02e889d240c1f61f					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2022	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:0815b177f5600a6280fc0547	1	cleaned-form:e815ddbe2d83454ae6b75baa	e815ddbe2d83454ae6b75baa9e853aa101802f9f37a3bae571f17fcbc4d39b23	1	source-form:5a25dc1c99d2aa4f6aa7d556	en	STRICT_FLAVOR	e815ddbe2d83454ae6b75baa9e853aa101802f9f37a3bae571f17fcbc4d39b23					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:081e2c249dcc0bc8265a9d21	1	cleaned-form:8b20eaed951c9d2016f0a06a	8b20eaed951c9d2016f0a06a0d5bb0e3e87967fcd0e5b319f06aef73bcfc4f65	1	source-form:9664f78a8a334c4e9463b87c	en	STRICT_FLAVOR	8b20eaed951c9d2016f0a06a0d5bb0e3e87967fcd0e5b319f06aef73bcfc4f65					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:084761a118322af26a668f48	1	cleaned-form:1417379075e88ee2b880245a	1417379075e88ee2b880245aef7cd23ed04798d35765af2ad24c12a015df720d	1	source-form:c1ba34d8ab1eb46da1ad6b47	en	STRICT_FLAVOR	1417379075e88ee2b880245aef7cd23ed04798d35765af2ad24c12a015df720d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:084d3002e359444604cbad55	1	cleaned-form:c0e5eb15b27d73702d8c713b	c0e5eb15b27d73702d8c713b2eed118c8c4e06ea49fbd878bcff91037b1325a0	4	source-form:3f57b0aa62f39911a4d8d88b|source-form:43406ca736720fe9e93cc6d9|source-form:c0e5eb15b27d73702d8c713b|source-form:fa95335efc80e62af256fde7	en	STRICT_FLAVOR	c0e5eb15b27d73702d8c713b2eed118c8c4e06ea49fbd878bcff91037b1325a0					GENUINE_ONTOLOGY_CANDIDATE		50	50	1	family.ace_cup_of_excellence	17	year.2008|year.2009|year.2010|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	0	50	0	SUPPORT_20_99	810	true	false	false
concept-cluster:08551310f19de49111c6de8e	1	cleaned-form:dab880d2a49226c578ba41c2	dab880d2a49226c578ba41c283d6b7422a7c5e81fe965311f9da92d836516b64	1	source-form:855d28f19912f4607d5becba	en	STRICT_FLAVOR	dab880d2a49226c578ba41c283d6b7422a7c5e81fe965311f9da92d836516b64					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2023	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:08e0835e8df5e2deecf3c363	1	cleaned-form:d5d4ffd6e1894c213a9ddb54	d5d4ffd6e1894c213a9ddb540db151e5d12e68de6482daf538a19e70a0b4e652	1	source-form:48c56650be8bee7dd00d6a05	en	STRICT_FLAVOR	d5d4ffd6e1894c213a9ddb540db151e5d12e68de6482daf538a19e70a0b4e652					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2020|year.2022	0	2	0	SUPPORT_1_4	162	true	false	false
