frequency_key	representative_expression_key	representative_basic_normalized_text	normalized_text	expression_frequency	document_frequency	publisher_prevalence_count	publisher_sample_count	country_prevalence_count	country_sample_count	value_semantics
frequency.firstbloom-a6cb002-pilot-v1.a7e5344bbcde501f8869efb3d5c2b80c99e718576bf29cd7d25417ce1d868b6a	expression.observed.en.sha256_a7e5344bbcde501f8869efb3d5c2b80c99e718576bf29cd7d25417ce1d868b6a	apricot jam and honey	apricot jam and honey	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6b2c5df901b1e723c352d364b45d69ab0d52698cea11e82c64103007803c4c0a	expression.observed.en.sha256_6b2c5df901b1e723c352d364b45d69ab0d52698cea11e82c64103007803c4c0a	apricot passion fruit	apricot passion fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8f1d7cff804e6a1d5253906110b9fdd6061b5feedcdbddf8bd017e349220b9f3	expression.observed.en.sha256_8f1d7cff804e6a1d5253906110b9fdd6061b5feedcdbddf8bd017e349220b9f3	apricots	apricots	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b4338376bf9eb97983d81a7866411f0e3483f752cccc38cebc4a6c1757b37ac8	expression.observed.en.sha256_e952d5bbf9ebdad68fbc6e119eb087b976c1c08725f7ce9e168d503519c9a9fe	aroma – bergamot	aroma - bergamot	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d774460329c8875358ded8feaec912b8012d0b8cf7285e6488a4e000dc53ec5b	expression.observed.en.sha256_d774460329c8875358ded8feaec912b8012d0b8cf7285e6488a4e000dc53ec5b	aroma / sweet apricot	aroma / sweet apricot	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6f5f19215f6f16e826b22ac2f8f7b43a6923a207ec7951660689cecf487e0931	expression.observed.en.sha256_6f5f19215f6f16e826b22ac2f8f7b43a6923a207ec7951660689cecf487e0931	aromas of brown sugar and walnut	aromas of brown sugar and walnut	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7d6c9affe345c48d6e89be85895049d9c8b567aea97304f3f38e0db4d4038ae5	expression.observed.en.sha256_7d6c9affe345c48d6e89be85895049d9c8b567aea97304f3f38e0db4d4038ae5	aromas of cedar	aromas of cedar	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.135565cf83898502d3875a062e7ed5238c2476fd6e2431aca09f1eb72240cb0c	expression.observed.en.sha256_135565cf83898502d3875a062e7ed5238c2476fd6e2431aca09f1eb72240cb0c	aromas of dried fruit and cherry	aromas of dried fruit and cherry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7cc85a33c304e3a01e68714c2a5f8b6497cda2edac02947095a1a997ab815ae2	expression.observed.en.sha256_7cc85a33c304e3a01e68714c2a5f8b6497cda2edac02947095a1a997ab815ae2	aromas of fruit and malt	aromas of fruit and malt	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ddced757adb4f20a789242c175c29815bd3ceab585e0ae6d16ce74ce0756f2ae	expression.observed.en.sha256_ddced757adb4f20a789242c175c29815bd3ceab585e0ae6d16ce74ce0756f2ae	aromas of nougat and caramel	aromas of nougat and caramel	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9cc818cfdf891f794319a5fd69ea771fef2943f4922cf63b7c6c4e064f1794bd	expression.observed.en.sha256_9cc818cfdf891f794319a5fd69ea771fef2943f4922cf63b7c6c4e064f1794bd	aromas of orange	aromas of orange	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.415d7c63bd667ef0aacbf9a1f8f3824a4ce7f9753f8182ece66aa46e41cf33e3	expression.observed.en.sha256_415d7c63bd667ef0aacbf9a1f8f3824a4ce7f9753f8182ece66aa46e41cf33e3	aromas of walnut	aromas of walnut	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4df7786dbfa2eb12284942e27d8565b0faca96a631512ca830a23a3d8507d92d	expression.observed.en.sha256_4df7786dbfa2eb12284942e27d8565b0faca96a631512ca830a23a3d8507d92d	assam	assam	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.fe682522e8b580d47f2ae84474df59be9434d027ce8e47aac948dcea0e706e53	expression.observed.en.sha256_fe682522e8b580d47f2ae84474df59be9434d027ce8e47aac948dcea0e706e53	assam tea	assam tea	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.1309feff00bc22ea61ec4451338d3bd31d060f471ba8a81a0d8f336d6ca6e669	expression.observed.en.sha256_1309feff00bc22ea61ec4451338d3bd31d060f471ba8a81a0d8f336d6ca6e669	baked apple	baked apple	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7c2e1707540df8353f3d5b810c3a81368b40bae1e339f4fff68a882aa9258bdf	expression.observed.en.sha256_7c2e1707540df8353f3d5b810c3a81368b40bae1e339f4fff68a882aa9258bdf	baked peaches	baked peaches	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f72e3f897591440fc48a8c33db81d45aee601d59d42cdfee0710e6f15ee688fe	expression.observed.en.sha256_f72e3f897591440fc48a8c33db81d45aee601d59d42cdfee0710e6f15ee688fe	baked pear	baked pear	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7ba6c8f6d102fdf0d613e3c33b2dec290622ce5b5a7c9a9a58613b4dae87c4f5	expression.observed.en.sha256_7ba6c8f6d102fdf0d613e3c33b2dec290622ce5b5a7c9a9a58613b4dae87c4f5	baked stone fruit	baked stone fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cb769d59b3c64a44f225c2a624106edb1c0984a82ae51030784d9b921f2f5af6	expression.observed.en.sha256_cb769d59b3c64a44f225c2a624106edb1c0984a82ae51030784d9b921f2f5af6	baker chocolate	baker chocolate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.41cb28d60d4449fce2da6429502866eadb1468d6dd8162c5d4fcc6d1e07b55c4	expression.observed.en.sha256_41cb28d60d4449fce2da6429502866eadb1468d6dd8162c5d4fcc6d1e07b55c4	baker's chocolate	baker's chocolate	8	8	8	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c7e54f65514bf8e747a830f0b8059ed4493570a41b4d9bd0fb9c0106784abc0e	expression.observed.en.sha256_c7e54f65514bf8e747a830f0b8059ed4493570a41b4d9bd0fb9c0106784abc0e	baker's chocolate and raspberry	baker's chocolate and raspberry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	expression.observed.en.sha256_f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	bakers chocolate	bakers chocolate	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f6488976d49ecc5313d7af5baa6454bfde278734c4d5652b47ddd4c16076fa8e	expression.observed.en.sha256_f6488976d49ecc5313d7af5baa6454bfde278734c4d5652b47ddd4c16076fa8e	bakers chocolate and almond	bakers chocolate and almond	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a678e9e1a27f63d512d2e7a5fff2c8ea58db48a33a6387ba287360d9440febe0	expression.observed.en.sha256_a678e9e1a27f63d512d2e7a5fff2c8ea58db48a33a6387ba287360d9440febe0	baking spice	baking spice	4	4	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c5587efbf2fe831df3b416eda42185c292fd897965c49fe9cf0d994c7568b91f	expression.observed.en.sha256_c5587efbf2fe831df3b416eda42185c292fd897965c49fe9cf0d994c7568b91f	baking spice and lemon	baking spice and lemon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.973dae594bae657a21275ff3c6ceec57c763f1010af21611c2d590de679ef6aa	expression.observed.en.sha256_973dae594bae657a21275ff3c6ceec57c763f1010af21611c2d590de679ef6aa	baking spices	baking spices	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	expression.observed.en.sha256_c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	balanced	balanced	22	22	19	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.63308943f1453ee36f9f86f8a74b7bc0c08bd3100bbf123b3cfad65afbdd91e5	expression.observed.en.sha256_63308943f1453ee36f9f86f8a74b7bc0c08bd3100bbf123b3cfad65afbdd91e5	balanced acidity	balanced acidity	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.92b11220fc5a6ca1d3731d4adeb99b446e60372c148da888e35ddf7abdd7883b	expression.observed.en.sha256_92b11220fc5a6ca1d3731d4adeb99b446e60372c148da888e35ddf7abdd7883b	balanced and delicate coffee	balanced and delicate coffee	2	2	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6f6164a5fd8d6e9e495c1211fb8bcb4131e23fcdf0334255cfef8215c1302a76	expression.observed.en.sha256_6f6164a5fd8d6e9e495c1211fb8bcb4131e23fcdf0334255cfef8215c1302a76	balanced and robust-bodied	balanced and robust-bodied	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.92df2014b6369208c8243d6e88f5f9e6b1d2e2aca94cbeb5819514e930f7619c	expression.observed.en.sha256_92df2014b6369208c8243d6e88f5f9e6b1d2e2aca94cbeb5819514e930f7619c	balanced coffee	balanced coffee	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0c090ec00ed9114fc7dfd7745dd3ca107631b56acd220f2d5d8460cf22af85c3	expression.observed.en.sha256_0c090ec00ed9114fc7dfd7745dd3ca107631b56acd220f2d5d8460cf22af85c3	balanced cup	balanced cup	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b493d48364afe44d11c0165cf470a4164d1e2609911ef998be868d46ade3de4e	expression.observed.en.sha256_b493d48364afe44d11c0165cf470a4164d1e2609911ef998be868d46ade3de4e	banana	banana	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	expression.observed.en.sha256_199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	banana bread	banana bread	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d7a9ead0b15cd7c8f3ba0d573530ad05b70052080825dda30744c9c7f44e07dc	expression.observed.en.sha256_d7a9ead0b15cd7c8f3ba0d573530ad05b70052080825dda30744c9c7f44e07dc	barley	barley	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.579651b0d574971040b531b66efbc5e607b677aa0d2633ec9eca376020ad8b3d	expression.observed.en.sha256_579651b0d574971040b531b66efbc5e607b677aa0d2633ec9eca376020ad8b3d	basil	basil	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.77563de8f869ce8a5f6f4570751fa06c8c8c76745de393b9a910ea0a3dbb3a13	expression.observed.en.sha256_77563de8f869ce8a5f6f4570751fa06c8c8c76745de393b9a910ea0a3dbb3a13	bergamont	bergamont	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	bergamot	bergamot	26	26	20	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.654ce2dcb2c7fc3285a92fd6e1a89e966a331b81d54d390bbd81f043993dab31	expression.observed.en.sha256_654ce2dcb2c7fc3285a92fd6e1a89e966a331b81d54d390bbd81f043993dab31	bergamot and honeycomb	bergamot and honeycomb	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	expression.observed.en.sha256_e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	berries	berries	23	23	17	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
