expression_key	language_tag_code	expression_text	basic_normalized_text	normalized_text	raw_variant_count	occurrence_count
expression.observed.en.sha256_d1f64d89aecdf650b9e14a4dd65d13c77f1ea8dffdcf25769690ed411151c25c	en	Blackberry and Spice	blackberry and spice	blackberry and spice	1	1
expression.observed.en.sha256_943c0990817cdafcf9609f46bbbdbf931e4b7805c472c3d1ffb55ce50f0e4aaa	en	Blackberry and Vanilla Ice Cream	blackberry and vanilla ice cream	blackberry and vanilla ice cream	1	1
expression.observed.en.sha256_1027ce53bea6e857d28c1a6f57d51a6e53c6121047da683691b1378f7912a4cc	en	Blackberry jam	blackberry jam	blackberry jam	1	1
expression.observed.en.sha256_cd31bd09a4ace5181ac06ce5742812fc676c27cf7a704ae94e3f4ae58b84adec	en	blackberry jam and juicy	blackberry jam and juicy	blackberry jam and juicy	1	1
expression.observed.en.sha256_23992db2af0ab969eae1a90d2d574ded0f40beb25127769df3d59787bee6450c	en	blackberry liqueur	blackberry liqueur	blackberry liqueur	1	1
expression.observed.en.sha256_e4e1d29fb4cd4b169280068d66e9e5e5c26bed974b53b497d8ea22a4b4025b48	en	BLACKCURRANT	blackcurrant	blackcurrant	3	23
expression.observed.en.sha256_1728b75e837d626f3325f8ae76ebb8d0be12c676bcf1b99256e87bc11c9bac8c	en	blackcurrant and lime	blackcurrant and lime	blackcurrant and lime	1	1
expression.observed.en.sha256_40eee4d002bfc872599b38a6e60caa9ff27433bcd01f811f46581c85a21e13b7	en	Blackcurrant syrup and White Cranberries	blackcurrant syrup and white cranberries	blackcurrant syrup and white cranberries	1	1
expression.observed.en.sha256_f90accee5bd83509e1824f546e9b5b183b2dafabef6fd026dd6fc5252f767da8	en	Blackcurrants	blackcurrants	blackcurrants	1	1
expression.observed.en.sha256_a287d3c08d25a9f93f69222b7fab7bb64702a8b72ca5b15d137d51cf0f797342	en	blackstrap molasses	blackstrap molasses	blackstrap molasses	1	1
expression.observed.en.sha256_ae02ea8b62fbf7ab4173f1b7aec9cb642e98bd8074074569a65041220217b7a6	en	Blood Orange	blood orange	blood orange	3	18
expression.observed.en.sha256_f90d32ffac71e0a6892b1b9680aeff052d0a92261763aac0091d6d93f6e436bc	en	Blood Orange and Blackberry	blood orange and blackberry	blood orange and blackberry	1	1
expression.observed.en.sha256_1d63e7ea931f84ac68da70fb275c4c067f55c35643d299992b3c02c171f4b519	en	Blue Raspberry	blue raspberry	blue raspberry	1	1
expression.observed.en.sha256_550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	en	Blueberries	blueberries	blueberries	2	5
expression.observed.en.sha256_ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	en	blueberry	blueberry	blueberry	1	19
expression.observed.en.sha256_7d154c48f9e107c0ed59a218fd77af80930fae11274f1449dfb6e8d6cd83f19d	en	blueberry and blackberry	blueberry and blackberry	blueberry and blackberry	1	1
expression.observed.en.sha256_9057285a1bd031b1e63e1c91c8f7b4cc1e0c08437059122f1f639de7247604c4	en	Blueberry and Peach	blueberry and peach	blueberry and peach	1	2
expression.observed.en.sha256_ef3e45a13f3a5917407ea9cbe17a7e00889558485f9bf6bf8f315c266b05a6b3	en	Blueberry and Vanilla	blueberry and vanilla	blueberry and vanilla	1	1
expression.observed.en.sha256_3c2a0de46dd01f5d23c534c0112c5586293a8dc1537ac310830511e150492c22	en	blueberry jam	blueberry jam	blueberry jam	1	4
expression.observed.en.sha256_7259e1ba18c96dd1c888231e9e179f5a05674f414ee201cc0c79dc32967a3fb2	en	blueberry pie	blueberry pie	blueberry pie	1	1
expression.observed.en.sha256_639b72e45ad7730baaf0628bc7690fbd0b335cdc31f1c6b2836a4f4b712639ce	en	Blueberry Wine	blueberry wine	blueberry wine	1	1
expression.observed.en.sha256_a5a39b13e772ee99e3b91e7be22c08a05f2e2640e32a66c3b4f4e0cf30795d43	en	Blueberry – acidity	blueberry – acidity	blueberry - acidity	1	1
expression.observed.en.sha256_415d9d42f33e89f0dde9d71cf54b0432f9307484952f692502a137db6944c02d	en	Body / Delicate spice and leather	body / delicate spice and leather	body / delicate spice and leather	1	1
expression.observed.en.sha256_e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	en	Bold	bold	bold	2	5
expression.observed.en.sha256_6a838c4ff175dfe13d8ab53c709dc27b32479807158d27ad3f856ebc6761c51e	en	bold and smooth	bold and smooth	bold and smooth	1	1
expression.observed.en.sha256_8c102180685e3c795620a10cb5f9a3558c0027622ac7e7a85cc41a75654e51b2	en	boozy chocolate bonbons	boozy chocolate bonbons	boozy chocolate bonbons	1	1
expression.observed.en.sha256_6286f126eed283a85297855d25bd0bf245a3336445ea2f0527afb01aa206ac20	en	boysenberry	boysenberry	boysenberry	1	1
expression.observed.en.sha256_def603e2760787d0aaf12ead1c25f101f14dca6a4844a59e9ce5b866d9c806ac	en	BRAEBURN APPLE	braeburn apple	braeburn apple	1	1
expression.observed.en.sha256_55094182df6baf29e1659227f80b36f30efeea579df2e1642ed563762c37a554	en	brandied fruit	brandied fruit	brandied fruit	1	1
expression.observed.en.sha256_270d76c78b081db72f35458cc7b0019ced8e29da7ec15a77d99533a0dcb06c1d	en	brandy	brandy	brandy	1	2
expression.observed.en.sha256_cba1a13c9067bb419e7b6208ee7857f57566f45dcf8bffb81682388d129f114e	en	Brandy and Chocolate	brandy and chocolate	brandy and chocolate	1	1
expression.observed.en.sha256_c169baa401dd01230d4427070958bf037e6a95dae98bec9cfc8de5c305ff67a0	en	brazil nut	brazil nut	brazil nut	1	1
expression.observed.en.sha256_9421568d58918e99157887c915d600482437960ac757eb354b06ca1b6426b279	en	Brazil Nuts	brazil nuts	brazil nuts	1	1
expression.observed.en.sha256_a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	en	Bright	bright	bright	2	9
expression.observed.en.sha256_7a4fa6f33e1266fa52322b0dd59d3f1ab8f4d501c49f8354b5205ef4f37d37b3	en	bright acidity	bright acidity	bright acidity	1	1
expression.observed.en.sha256_24a334a641915addc3aa0337c85f1943c70edb41b19bdbea9931138ff3a45111	en	bright acidity and floral fragrance	bright acidity and floral fragrance	bright acidity and floral fragrance	1	1
expression.observed.en.sha256_e5a67113ee6b0db9136bc04652332bf7703b3471bdad5b4d4d13f96245178a8f	en	Bright and juicy coffee	bright and juicy coffee	bright and juicy coffee	1	1
expression.observed.en.sha256_c104bb6dd61f3b639f9198cb1e13ab84b3dcb51d8126d890b37a20a7ddee385f	en	Bright bergamot and sweet	bright bergamot and sweet	bright bergamot and sweet	1	1
expression.observed.en.sha256_0df4a0fdde59d6b8dca5062e1d0f6d166113d79a85926255666b98ef064f2730	en	BRIGHT CHERRY	bright cherry	bright cherry	1	1
expression.observed.en.sha256_b7099288928f87aec63ad0456392798805a99475ec33d61379bd2cbcb355d670	en	Bright Citrus	bright citrus	bright citrus	1	1
expression.observed.en.sha256_d6570faa4fd0fe356fb91a46d82ea40e17ba220ca3e643388939483425c6eeec	en	Bright fruit	bright fruit	bright fruit	1	1
expression.observed.en.sha256_f914a0536ea8467025e5194d1a2d030e535665a424ba93f300a5bbd3af5ceccf	en	Bright fruits	bright fruits	bright fruits	1	1
expression.observed.en.sha256_788961fc5ad95559b60fc7ab2fe3d8a79a614e70058e1b95dbcc31ac75e86a78	en	Brown Butter & Vanilla Wafer	brown butter & vanilla wafer	brown butter & vanilla wafer	1	1
expression.observed.en.sha256_2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	en	Brown Spice	brown spice	brown spice	1	1
expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	en	BROWN SUGAR	brown sugar	brown sugar	4	76
expression.observed.en.sha256_f5e12711dc86cec1320b7a5611fd89a153e117a3b51564af4c0638c61fcd88ba	en	Brown Sugar & Red Cherries	brown sugar & red cherries	brown sugar & red cherries	1	1
expression.observed.en.sha256_f68742bada6e0140ef7220e6f08b29392c8f8617a6c2afc4d65de71c68c5fbc5	en	brown sugar aftertastes	brown sugar aftertastes	brown sugar aftertastes	1	2
expression.observed.en.sha256_08a0b051a5ec0c1aec782c3a865acc96d3b093fa6f95038b7411e4fce6f8361d	en	brown sugar and dried figs	brown sugar and dried figs	brown sugar and dried figs	1	1
expression.observed.en.sha256_94754800a4708cd6d0ceeb7aeb18b1db264d56da50ffbee00e7c4d369b28af80	en	Brown Sugar and Juicy	brown sugar and juicy	brown sugar and juicy	1	2
expression.observed.en.sha256_9dc5ff5ad08b34762a615bc92dcffd2f682f9b49d4cc0f80559e018c18c58a29	en	Brown Sugar and Nuts	brown sugar and nuts	brown sugar and nuts	1	1
expression.observed.en.sha256_73fef8da63a015d8009d33c53ceec88207abfbf29a71d197639a9220948e6f9f	en	Brown Sugar and Pink Pepper	brown sugar and pink pepper	brown sugar and pink pepper	1	1
expression.observed.en.sha256_0b5aba1519fb633d3c1b23383ed1771623d51133d7d8fbcebd2428182376a7d0	en	Brown Sugar and Red Cherries	brown sugar and red cherries	brown sugar and red cherries	1	1
expression.observed.en.sha256_ccc36d307d6c5e19981beb93be47f07955180709f2ec976fa528a9948e40a073	en	Brown sugar sweetness	brown sugar sweetness	brown sugar sweetness	1	1
expression.observed.en.sha256_e8fcac1e4876234c00fa1911528a5224f1d8dfa99622bd13474132e10428c262	en	Brownie	brownie	brownie	1	2
expression.observed.en.sha256_33f4e3c42656c968ebeab92d68284a2dc4c1b7b0bc716a1b148286f6bba96f31	en	Browning Sugars and Cocoa	browning sugars and cocoa	browning sugars and cocoa	1	1
expression.observed.en.sha256_de9c671ede0c3c061bda1ee1bf91572311edf428421d59c5f2306ff17d24d7e4	en	Bubble gum	bubble gum	bubble gum	2	2
expression.observed.en.sha256_5b42389ef84139ae8643af2a1b369089a3e7298c47e590d18a201b87ebee51e8	en	Bubblegum	bubblegum	bubblegum	1	1
expression.observed.en.sha256_eedd09c5e6cae6b284e0a1ea04e8e82fcd45f3d829d680aafc31e4c7ff3af2a7	en	buckwheat honey	buckwheat honey	buckwheat honey	1	1
expression.observed.en.sha256_d92c07ad493ff6a533049fbffc733a8d5641875af630deb86f059135d06f3cb9	en	Burnt caramel	burnt caramel	burnt caramel	1	1
expression.observed.en.sha256_52d07aa94cdf2b8bd179d94326d57522abc6a98af32179dd8b649289a61c3500	en	burnt marshmallow	burnt marshmallow	burnt marshmallow	1	1
expression.observed.en.sha256_45dc965e2f643925eb6024e9dd9e7f25a6d0ee2ac56bc810ab7e85c83c444037	en	burnt sugar	burnt sugar	burnt sugar	1	1
expression.observed.en.sha256_341c35cb86279467a8f3083c0f277d204e560d96c8f2d648465beb6ee87f4ffa	en	bursting with red fruit	bursting with red fruit	bursting with red fruit	1	2
expression.observed.en.sha256_c9b82b90ae572c840a7698cf0fbbb1d7d554fddcb52266dfc5e84f343e9cddda	en	Butter	butter	butter	2	3
expression.observed.en.sha256_8e10058f70f6d02d87adf9be827aa944f0ffdc4fa5a59788c85dffdfa40e7abe	en	butter and almond	butter and almond	butter and almond	1	1
expression.observed.en.sha256_eccb88a4f724b02197f143dec21867a1ad53db29dd5d0e7d9361a93583610cca	en	butter biscuits	butter biscuits	butter biscuits	1	1
expression.observed.en.sha256_2ea9cb62660d7cb90364fe8f9e7110ec12528b02c10d8a586a19e4fe2314f3a9	en	Butter milk	butter milk	butter milk	1	1
expression.observed.en.sha256_67ffc4e6bd11066242792e521a222d5bdc18ccaaec16dab2c3238ad98f3d92d1	en	Butter Pecan	butter pecan	butter pecan	1	2
expression.observed.en.sha256_1f59a1005c268d8e0f8b331185355e2ada20219d95919e7c8ad88863524461d1	en	buttercream	buttercream	buttercream	1	1
expression.observed.en.sha256_80e5b5a554cccea7aad01d910203bb6364d2ae4b4f321cd91841821913a8574a	en	Butterscotch	butterscotch	butterscotch	2	23
expression.observed.en.sha256_1117def13b0dc562431f486adea971d2135f9613452a5b53c32734e81aa9b3a1	en	Butterscotch and Silky	butterscotch and silky	butterscotch and silky	1	1
expression.observed.en.sha256_f6c544f14cf432eb80745e9637ace25e460f06a74b85acfa1b235f0404c09f4a	en	Buttery	buttery	buttery	2	4
expression.observed.en.sha256_6b2f2942a3f8867223b395a9e56c226b62ab30ae33fabcd5b2fd667060bf87b2	en	Cabernet	cabernet	cabernet	1	1
expression.observed.en.sha256_95163716f595838207178682af9d39338cd210925e98f9b5fa8169ce9a1b483b	en	Cacao	cacao	cacao	2	21
expression.observed.en.sha256_b6e4221dfda0c45f514754037af017f6b3adc6bc583df983067bfb73c740a1d6	en	Cacao Nibs	cacao nibs	cacao nibs	2	6
expression.observed.en.sha256_146c067af2df150864a3edc73683f8e4fed03200c0174b56627e782ffa160471	en	cacoa	cacoa	cacoa	1	1
expression.observed.en.sha256_906bff92fc8c362a136d422ebcde308adc4007945093d805516f11d5644dd520	en	Calm and steady	calm and steady	calm and steady	1	1
expression.observed.en.sha256_563eedbad39fa8cb8b690ba345d8566c59b8824566f198a422b930ea2a6a8747	en	Camellia	camellia	camellia	1	1
expression.observed.en.sha256_6163405c7a834f68df51634b28d2995feb82d54075116b83c161ce0d15239b79	en	Campari	campari	campari	1	1
expression.observed.en.sha256_9b4eb9ad67a550df27ac3d4ccaa1ee5f5f554f48c007ddd0b72057b2e4cbbf0b	en	Canary Melon	canary melon	canary melon	1	1
expression.observed.en.sha256_fca41cf840be392c72d20ca426499ff4b882b1340354e67ef2c87ed05ffe7103	en	candied	candied	candied	1	2
expression.observed.en.sha256_674a16a3f9b9044cea3d18e492213037aa2d5c757563dfaf58d0e0bad136dc9b	en	CANDIED ALMOND	candied almond	candied almond	2	3
expression.observed.en.sha256_8584cef7c2ab5722609ebbfac9172ece302fe507bb32fd508afa93033553f900	en	Candied apple	candied apple	candied apple	1	1
expression.observed.en.sha256_98016d2d34ab67b7a7bc5849f3866e78cca9df80af87a90c5ef6392e9f59820e	en	Candied Berries	candied berries	candied berries	1	1
expression.observed.en.sha256_126f17a77a44f33b4b8a4f0007545d3d07b582f34f2ebcaf4482340e76205e8f	en	Candied cherry	candied cherry	candied cherry	2	2
expression.observed.en.sha256_2df3fac2398897e579b791be6fc8facc609c42e2b967a3b0c0dc1621d5d30cc0	en	Candied Cherry and Dark Cocoa	candied cherry and dark cocoa	candied cherry and dark cocoa	1	1
expression.observed.en.sha256_949b2b42785fbbceefa6902c5898661cf27e8bfdc44dc22895e845163da814a4	en	candied citron	candied citron	candied citron	1	1
expression.observed.en.sha256_1b5cf17f2a527543f85ec229ab5de99287755bef3052f47378d5eb466467b402	en	Candied citrus	candied citrus	candied citrus	1	1
expression.observed.en.sha256_8ec31262de82f1f55d2d46199892737d67bfd76c699e2fd893e67192bdfa9759	en	Candied fruit	candied fruit	candied fruit	2	2
expression.observed.en.sha256_803d1fcde6822a6acc6bd7ef6231312ccb1920560153f4e8e5d3b1858119aad5	en	candied ginger	candied ginger	candied ginger	1	2
expression.observed.en.sha256_f7aeaaf2e6d4bc00bb017549196fa288ca977bd94c7c731d65b9537ac771ca3a	en	Candied Lemon	candied lemon	candied lemon	2	8
expression.observed.en.sha256_8974b67bafa05227e782c8a0d0d7a986bc5a2b4382a4cd2af48f77e9142b1fc3	en	Candied Lime	candied lime	candied lime	2	4
expression.observed.en.sha256_6aca169df794679884b5588f0bf9f4494119bdf4df68422a4293d3fe267ce527	en	Candied Nuts	candied nuts	candied nuts	1	1
expression.observed.en.sha256_32d205ad33d2857d1e9205ef3bd4805aa479a4e9727bc37c1d6ae038df0fb187	en	Candied Orange	candied orange	candied orange	3	5
expression.observed.en.sha256_8da02429fb45736c48e9169d763e01293e466620421d387f21845643c3ae5a01	en	candied orange & vanilla	candied orange & vanilla	candied orange & vanilla	1	1
expression.observed.en.sha256_5b88879d985939619005e1673e36a5a9f53fd9b931a24473afedc041aa7cf801	en	Candied Orange Peel	candied orange peel	candied orange peel	1	1
expression.observed.en.sha256_9305d6d7c8151e75168dbd60d02af4342c05995f60ee4e64f976413ea47e7125	en	candied oranges	candied oranges	candied oranges	1	1
expression.observed.en.sha256_81018f252297e1bce5144322de15346d033acdd53acc462d2031e9971851888b	en	Candied Pecans	candied pecans	candied pecans	2	2
expression.observed.en.sha256_f9f625939ed7a439ab7904baeabbd46655de6bcade99ae9de7816b383a39462e	en	candied rose petals	candied rose petals	candied rose petals	1	1
expression.observed.en.sha256_d47943612e24498078668faac94b36fd87f3548d3bac8d49be4b5f3fe21740ba	en	Candied Sweetness	candied sweetness	candied sweetness	1	1
expression.observed.en.sha256_20ed6a448655a93f8dca3242a6237ef030c57410b9505c742c54896b377489ef	en	Candied Violets	candied violets	candied violets	1	1
expression.observed.en.sha256_42eae295620fbe9c01f799effca00b9fc79177c2f8f987108a13ddcc91e2b7a8	en	candied walnuts	candied walnuts	candied walnuts	1	1
expression.observed.en.sha256_4d1608c849f1a4968565d5019e500b9c3541f654c33ac9d096b610d27229499c	en	Candy	candy	candy	2	3
expression.observed.en.sha256_1c3f2eeb96e964f36fb0aa8359523a475094aafd0e44353a116aa763224f2525	en	Candy and Honey	candy and honey	candy and honey	1	1
expression.observed.en.sha256_7feb72f37fe7fff9354a6d7fc81c895fc97f9258147f2cf3fac03d0bb7d49877	en	Candy Apple	candy apple	candy apple	1	1
expression.observed.en.sha256_bac29ed6e8d54d3e0ec0b6a04cbe2de44e6742f2f1ed98f567d124a14e5a39ae	en	Candy corn	candy corn	candy corn	1	1
expression.observed.en.sha256_098c20f8210b178e41a44e0f2d3b68e6d2508e7c059cbed870c494a85fa70cbb	en	Candy floss	candy floss	candy floss	1	1
expression.observed.en.sha256_4da28fb60cb82c8cc4abfc7aad8e44cd3fc8ad8d6e20ca1aaa90abea65f94d51	en	Cane Juice and Ginger	cane juice and ginger	cane juice and ginger	1	1
expression.observed.en.sha256_0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5	en	Cane Sugar	cane sugar	cane sugar	3	14
expression.observed.en.sha256_25db46e7cffee95429623dd9511c4ef6b6f2542eaaa02206a07c462afb748962	en	Cane Sugar and Creamy	cane sugar and creamy	cane sugar and creamy	1	1
expression.observed.en.sha256_dc4d53ba57bb6bae9dcab955fb62204e794208fa15cb824877a99768085d6c7c	en	cannabis	cannabis	cannabis	1	1
expression.observed.en.sha256_cd7419471a8bffef153ea4d027090e5b112555f357ed06901b78bd14bd594bc9	en	Cantaloupe	cantaloupe	cantaloupe	2	5
expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	en	Caramel	caramel	caramel	2	169
expression.observed.en.sha256_eb70e82504d620b60427b6446a915b6eadbfab36d208e980750e9394cb3ca5d7	en	Caramel and Almond	caramel and almond	caramel and almond	2	2
expression.observed.en.sha256_0d29acd320d00692859cb30df9b4d18b718503adb0ba93a563323dcabda7d283	en	Caramel and Apricot	caramel and apricot	caramel and apricot	1	2
expression.observed.en.sha256_96332dc1c735ad87abd9dc33219ef5bb0369acd73bff49032dedf8b6d80ec4af	en	caramel and berries	caramel and berries	caramel and berries	1	1
expression.observed.en.sha256_a5f6d34d6b6ac9c513edb3c19b852059eb3903998ce1964c82fabb8903a06bfe	en	Caramel and Cardamom	caramel and cardamom	caramel and cardamom	1	1
expression.observed.en.sha256_93aee17f0fe754bbdf8bc51721498876095a81de8e272d82b4400f8a3f47d9ef	en	caramel and cashew	caramel and cashew	caramel and cashew	1	1
expression.observed.en.sha256_4386d8388605747b6893279d00ac15e4e4de060cdb67e100cc4d21bc30228793	en	caramel and cherry	caramel and cherry	caramel and cherry	1	1
expression.observed.en.sha256_ff691cb2e03ee07b46f13381d7e6593dd69017e5cc0c70afe3062e8536e8956c	en	Caramel and Chocolate	caramel and chocolate	caramel and chocolate	1	1
expression.observed.en.sha256_55afade9c9f78f280b0d0d0bc4287002f7cb850793d91700d4c608992afee2ed	en	Caramel and Cocoa	caramel and cocoa	caramel and cocoa	1	1
expression.observed.en.sha256_5df1d9bcd675e1cf07066feff02dbb9eef9b2d2cde8f68908f91c21f36f49b3c	en	Caramel and Cooked Berries	caramel and cooked berries	caramel and cooked berries	1	1
expression.observed.en.sha256_1aa29d6b1d214e3f9249f4361225385c9e6f8a0081c9b66078829ce9116d26d0	en	Caramel and Creamy	caramel and creamy	caramel and creamy	1	1
expression.observed.en.sha256_0060643d0af244c0a441929b4dc0b147962d7c4f3b91493ee1885f6ac5d0f62a	en	caramel and dark chocolate	caramel and dark chocolate	caramel and dark chocolate	1	1
expression.observed.en.sha256_e030e3cdbfb3e3ac88a37daf41e6b44bd9cae9b044d11c6e1e59388466eea5cf	en	Caramel and Full Bodied	caramel and full bodied	caramel and full bodied	1	1
expression.observed.en.sha256_9d3b72aef577e0f0d910605f279986586e2382a84bbf89158648a3694fdf6b5e	en	Caramel and Hazelnut	caramel and hazelnut	caramel and hazelnut	2	2
expression.observed.en.sha256_df3d487c64bf9a85877a7db46c324462822595bec9afaf7ea35df843afa62ecb	en	caramel and hazelnuts	caramel and hazelnuts	caramel and hazelnuts	1	1
