pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.8f96ce13a38d79058d03effeb3e1ed82aedafaa0cab90ef590d2072168bf2260	expression.observed.en.sha256_65743dd48f64dd0165187a8fb99de8632f2c96ac344fb3d5949d562350e32ae5	expression.observed.en.sha256_adc664da65e1e6c207bc72c242ffa166750aa01b7e3228710de3626b1489c097	a smooth body and a memorable sweetness	flavors of chocolate and pepper	a smooth body and a memorable sweetness	flavors of chocolate and pepper	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b895ca5a45c01d3591101d6cc6916a9789fabc003b3bbf7a59ed15790f816dcf	expression.observed.en.sha256_65743dd48f64dd0165187a8fb99de8632f2c96ac344fb3d5949d562350e32ae5	expression.observed.en.sha256_638f2c149909bbcde1f7e8bbebf7cd470a6cab97a5aa1fc5195b31b58c943e85	a smooth body and a memorable sweetness	fruity aromas	a smooth body and a memorable sweetness	fruity aromas	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d7a496ba450a10756db4667f55fb0d4d5ed63a94e49eba75f8b2825fda3cfb53	expression.observed.en.sha256_9297b5d7a76090a4837322f8f63fb44b55816fd7de99b58b700ac4d0efa21920	expression.observed.en.sha256_5c6cf3f7564f9338087d58984d51e0d5b8bec4922814b01a2743a943f1341645	a thick body and a mellow sweetness	aftertastes of earth	a thick body and a mellow sweetness	aftertastes of earth	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a5375ac28a58a02124d969ccae196ef134169cbabbb724aaa14a36763a49369d	expression.observed.en.sha256_9297b5d7a76090a4837322f8f63fb44b55816fd7de99b58b700ac4d0efa21920	expression.observed.en.sha256_7cc85a33c304e3a01e68714c2a5f8b6497cda2edac02947095a1a997ab815ae2	a thick body and a mellow sweetness	aromas of fruit and malt	a thick body and a mellow sweetness	aromas of fruit and malt	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.9acfd7c11028f35df3745e94ab5217e9b42e191c1d3eb955489b9af4f5e0951d	expression.observed.en.sha256_9297b5d7a76090a4837322f8f63fb44b55816fd7de99b58b700ac4d0efa21920	expression.observed.en.sha256_63c309059687fedc79ca4277cdb5cb47c23c9a1a4143f372ed3802a2a0089f3c	a thick body and a mellow sweetness	chocolate and fruit flavors	a thick body and a mellow sweetness	chocolate and fruit flavors	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ec11971f83c483ca1b39516d93b52c64d678bc7ade07833a4a64c0752078da2b	expression.observed.en.sha256_eb6b4e803bb068842c09b0faa5634773c842a881b1273fde6413f031ee507ee2	expression.observed.en.sha256_ddced757adb4f20a789242c175c29815bd3ceab585e0ae6d16ce74ce0756f2ae	a thick body and a rounded sweetness	aromas of nougat and caramel	a thick body and a rounded sweetness	aromas of nougat and caramel	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.51094ab64b381c1bf609cbae30d2928f84764ae7dac7d8f2e4b71f6c861c7f09	expression.observed.en.sha256_eb6b4e803bb068842c09b0faa5634773c842a881b1273fde6413f031ee507ee2	expression.observed.en.sha256_cad8aacbdaf0a6abd1207f5438e0017b08433cb1753e111cda0cc1167b58122d	a thick body and a rounded sweetness	flavors of molasses and nougat	a thick body and a rounded sweetness	flavors of molasses and nougat	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d46f9387c5e7a213f263a2e718585779505ad66156b623ce62b949efff71f1b4	expression.observed.en.sha256_eb6b4e803bb068842c09b0faa5634773c842a881b1273fde6413f031ee507ee2	expression.observed.en.sha256_e7636c3dc86a50de1b5c9fc1a0c492b8a39f2d5c4c4149e134afb6be763ec1ac	a thick body and a rounded sweetness	honey aftertastes	a thick body and a rounded sweetness	honey aftertastes	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.71531b9664efc3c3c921000858fe7292fdca55ea0ebc2dc605fecb1507e13a7c	expression.observed.en.sha256_784f07ce6dc2700984a42ca8fec361fe80eb11f71deabc747e9bb43fae9cb12d	expression.observed.en.sha256_94264fb8a93cc87e84bc9b4a6ac7bda1407ff19fe4f6d7453fab03b083913a06	a touch smokey	sweet cherry	a touch smokey	sweet cherry	1	2474	0.8593972718918244	0.3333333333333333	1.0	1	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a5ecc09371384483d1e06c36d24e1a6a35bcedf72727c28364ecf7828739dc13	expression.observed.en.sha256_7921505f2965d7e7d8f8bab7f2088437a07d92624f8452f61dfa334408c53b9d	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	acai berry	caramel	acai berry	caramel	1	2474	0.34346469480034486	0.005917159763313609	1.0	1	169	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.52b8b71bfd93499c3a3f8f5174654f2d13387902470ba8d343c3d52f94f7eb91	expression.observed.en.sha256_7921505f2965d7e7d8f8bab7f2088437a07d92624f8452f61dfa334408c53b9d	expression.observed.en.sha256_ef77440b6f8382d4ce8d8cf6e0992d3a092e57d91822f8e970be365ec35b14a9	acai berry	red fruits	acai berry	red fruits	1	2474	0.7706868272950583	0.16666666666666666	1.0	1	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.5bf8c1bed0d6f604a0534528b9228e20b9347cafbef95570ea96d05902e1bd50	expression.observed.en.sha256_224aeda724ced2517c1749c1459849b2da403c68a3844e51c87c8c8f59e93a99	expression.observed.en.sha256_e952d5bbf9ebdad68fbc6e119eb087b976c1c08725f7ce9e168d503519c9a9fe	aftertaste – tangerine	aroma – bergamot	aftertaste - tangerine	aroma - bergamot	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cfc198737aeb38dc49c633767dfe6a8844c8c757d0fbd51e761193e9c28b284c	expression.observed.en.sha256_224aeda724ced2517c1749c1459849b2da403c68a3844e51c87c8c8f59e93a99	expression.observed.en.sha256_6ebbb6db061d034073b3f65ecfae338912e8eb008b62bfd626eb8e2412676307	aftertaste – tangerine	sweetness – orange	aftertaste - tangerine	sweetness - orange	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.75926aaee15a6987b556a340e472bc0c4cdfd809093cb1028922f5e7741aa8b6	expression.observed.en.sha256_5c6cf3f7564f9338087d58984d51e0d5b8bec4922814b01a2743a943f1341645	expression.observed.en.sha256_7cc85a33c304e3a01e68714c2a5f8b6497cda2edac02947095a1a997ab815ae2	aftertastes of earth	aromas of fruit and malt	aftertastes of earth	aromas of fruit and malt	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a356d6285b34fdb6dad7814d516639f2f9658c723618e5085b4d1458586d875a	expression.observed.en.sha256_5c6cf3f7564f9338087d58984d51e0d5b8bec4922814b01a2743a943f1341645	expression.observed.en.sha256_63c309059687fedc79ca4277cdb5cb47c23c9a1a4143f372ed3802a2a0089f3c	aftertastes of earth	chocolate and fruit flavors	aftertastes of earth	chocolate and fruit flavors	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.22087b74594437a76b7c2ae1990aed33ce04814a25e5e6a16bd2bb896d908d2c	expression.observed.en.sha256_540e0c6bdd02447b08b62b6083fbf7e5cb76df27e66500905b91aed4a70c37a0	expression.observed.en.sha256_4d16796248960a7b8accc54f59e7c3e1b843278677722530ccfd1b704e792130	aftertastes of malt and chocolate	flavors of dried fruit and spice	aftertastes of malt and chocolate	flavors of dried fruit and spice	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.303bd367fc0ce372429f3b090902e08c1c266aab9dd38325f891e37f3e6c2320	expression.observed.en.sha256_540e0c6bdd02447b08b62b6083fbf7e5cb76df27e66500905b91aed4a70c37a0	expression.observed.en.sha256_c89cd66d2bbcab09b5bd400d2ca01618668dd985c8d62d869fa5fd8f0f6db88c	aftertastes of malt and chocolate	lemon aromas	aftertastes of malt and chocolate	lemon aromas	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d5ddf740606d46d2bebe6bbe0a9c3807fc260069480c833bf6928c8ab2efd6ee	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_3fc048b4e4e7f4593034716ec7ed206b2d23831bd5590d59a011a7d2f73b4444	agave	cherry pastry and complex	agave	cherry pastry and complex	1	2474	0.7940207263808203	1.0	0.2	5	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d071364ba35d1daa55f24dd3dc39c41dd98a8cc985f1119e00a764b921054756	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_1d500a47f027f5fc628efcb523cd87340c1d3fd9f1d577f42ca621ca476ce8a8	agave	chocolate raisin	agave	chocolate raisin	1	2474	0.7940207263808203	1.0	0.2	5	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.016a22521e1db4503d0783ab093e500903b686ba2fc2f9f6a27dd6d6e01d1967	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_fa7c171ac94aac19ab64b4e84469f6956f9d89fe62fdf657b9323f34f83eee44	agave	graham	agave	graham	1	2474	0.6165998371872885	0.25	0.2	5	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3712227bbbcdf7b9e4e97262b29e26af754925ce49d08ea18b9b6390e7bc904b	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0	agave	honeysuckle	agave	honeysuckle	1	2474	0.48713300943939597	0.09090909090909091	0.2	5	11	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e0f930ee2096425dbe85bc55f4e8d5faee4f6bf81ec1b9718b7a71bafc315ae7	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	agave	melon	agave	melon	1	2474	0.39842256484263	0.045454545454545456	0.2	5	22	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.9befd9c3a4e60592c40f7e80828b0193c1cd01055537cca307d7c97efd3be2cf	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_74ba6d8693cfd875b0b4b5a42c2206467ab9604aa280b94322ff5593197b11d8	agave	natural wine	agave	natural wine	1	2474	0.7053102817840543	0.5	0.2	5	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7336f3fe2c212a0091670eee0d3b5e391b7885cb05705c888caa068f76869c53	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_4862106698908b3b3a1b3ea0ed27ed23643236eaf38c6540d453226f8fe23920	agave	oolong	agave	oolong	1	2474	0.7053102817840543	0.5	0.2	5	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f37efbd2cb2827d815be4b4e650c36fff1322a321365cb8ec38c329d7e95e78e	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_bdc6659e40761f214eb070a6f55bc4b0205369fd9c696ee5c9e40560670ea15f	agave	poached plum	agave	poached plum	1	2474	0.7940207263808203	1.0	0.2	5	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.122d11e105b40f9c1d39b10590448cd19bcc8560d0d20e97b08704ab1b715e39	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_3d6794d7fc3303bc318aa74ccafe1365088a8f5c335166f26d8af5ae9685cb5a	agave	ripe fruit	agave	ripe fruit	1	2474	0.7940207263808203	1.0	0.2	5	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cb9ec7f0ce2483aa9a46bd606c0a64634d3c3bd1d2f390a941482897dbf862fe	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	agave	tangerine	agave	tangerine	1	2474	0.3219101189713427	0.025	0.2	5	40	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.974b04ada87652a03c92c4d40d5f5a87fcfa9fd4c3ad4c59d83640c96bbd55a2	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e	expression.observed.en.sha256_bae6406a5ce1ad701bb5b22b8276b9b6b5b6e7b1f6a05bb256c83acad6785ac7	agave	wild strawberries	agave	wild strawberries	1	2474	0.6534179982726445	0.3333333333333333	0.2	5	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1412dca0e18be5776577953e6c4b74cc212d16c1f1e3b2bf4b9dc20497de8026	expression.observed.en.sha256_7a3f0dd81aba1f1068b5a308cdbb2f8a11caa8f154d9b1f0fc7ee296ffe917ac	expression.observed.en.sha256_2fc62c354b1c329b148066256b81a32e18ebd57486a564850f9c79f1b62c3a4c	alfajores	with notes of rainier cherry	alfajores	with notes of rainier cherry	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.87c02370c6b463897926b336bc3d3a0d674b34a2f05ca62d63f274f593b3ee1f	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	almond	apple	almond	apple	1	2474	0.050145410935862805	0.02631578947368421	0.022727272727272728	44	38	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4f364dbe5c9fd5cad9c3c052bae029cc34681b22d36c494d585b6c6527f48bf6	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e	almond	black cherry	almond	black cherry	2	2474	0.24251531726522166	0.1	0.045454545454545456	44	20	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f9f6379490cb71bc36bc976bb472995e21e2a62427eacfeb8c1274e0a24dfb64	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_560adf435246adcd7e3c6d62c4b6cde67a7f2c9681f47bd422f62999d822c558	almond	black plum	almond	black plum	1	2474	0.5156913938650438	1.0	0.022727272727272728	44	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b6c165805e3396f7c9d87a7f1c23618899a2014c8176d76b588c7e207e9f8c4c	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_7019275bf53483f22cab4e0f568d2c2a8f785fa3b558024cd8ba12f3894bd6b0	almond	black currant	almond	blackcurrant	1	2474	0.03138278773008748	0.022727272727272728	0.022727272727272728	44	44	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4c34dedd097ff24f46173e55b9e745e4051b2c881aed41e7154d9fb34ee2ef12	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	almond	blueberry	almond	blueberry	1	2474	0.13885585553262875	0.05263157894736842	0.022727272727272728	44	19	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bd68659dd1c2fcca42e8fc4c7c62424efc787c89145bcbf0fcda5db9f55e61ee	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	almond	brown sugar	almond	brown sugar	1	2474	-0.03856503366090315	0.013157894736842105	0.022727272727272728	44	76	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4342b56bcb38597dcf184a1302b1e6476932c9298c858e6b13aa09788d79faa1	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_c9b82b90ae572c840a7698cf0fbbb1d7d554fddcb52266dfc5e84f343e9cddda	almond	butter	almond	butter	1	2474	0.375088665756868	0.3333333333333333	0.022727272727272728	44	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.aa4270d465895233365027a8917899cee1723a2b44272faccc99d8c3b744c399	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	expression.observed.en.sha256_80e5b5a554cccea7aad01d910203bb6364d2ae4b4f321cd91841821913a8574a	almond	butterscotch	almond	butterscotch	1	2474	0.11440420158220983	0.043478260869565216	0.022727272727272728	44	23	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
