observation_key	document_key	ordinal	observation_text	raw_phrase_sha256	unicode_character_count	source_character_start	source_character_end	retained	exclusion_reason	basic_normalized_text	normalized_text	expression_key
observation.firstbloom.release_499.003	document.firstbloom.release_499	3	candied walnuts	42eae295620fbe9c01f799effca00b9fc79177c2f8f987108a13ddcc91e2b7a8	15	22	37	true		candied walnuts	candied walnuts	expression.observed.en.sha256_42eae295620fbe9c01f799effca00b9fc79177c2f8f987108a13ddcc91e2b7a8
observation.firstbloom.release_499.004	document.firstbloom.release_499	4	juicy & citrus finish	12a4a0d530e66edcc3ddc04b06e6afd35b5f46c368ae5f707ce10a160db5fd80	21	39	60	true		juicy & citrus finish	juicy & citrus finish	expression.observed.en.sha256_12a4a0d530e66edcc3ddc04b06e6afd35b5f46c368ae5f707ce10a160db5fd80
observation.firstbloom.release_2766.001	document.firstbloom.release_2766	1		ba501e23272569d38cd250099300aa677ff277b710e64a467ffe2292db215b69	32	0	32	false	rights_complete_field_surface			
observation.firstbloom.release_883.001	document.firstbloom.release_883	1		2fefcd0cf805b4a42cc5fe98b1ab28f9d51bd49c86eaf9d3a61b0e352c241921	8	0	8	false	rights_complete_field_surface			
observation.firstbloom.release_1097.001	document.firstbloom.release_1097	1	Sweet Cherry	07e2e29aaa9996ce48cc2ac00f8507c3a7f7610d5835c7bd3efcc416d5d3631a	12	0	12	true		sweet cherry	sweet cherry	expression.observed.en.sha256_94264fb8a93cc87e84bc9b4a6ac7bda1407ff19fe4f6d7453fab03b083913a06
observation.firstbloom.release_1097.002	document.firstbloom.release_1097	2	Grapes	d5fab6d3de1d6a40c11a2e92f11e78b1656cd09dee7a63f4623906694ff0e3ff	6	14	20	true		grapes	grapes	expression.observed.en.sha256_8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a
observation.firstbloom.release_1097.003	document.firstbloom.release_1097	3	Stone Fruit and Cocoa	292a59e8884ec611a53f3d07b0203986616e71d82ba302b10fd5ec2cabad7296	21	22	43	true		stone fruit and cocoa	stone fruit and cocoa	expression.observed.en.sha256_ff84cc18aa280fb603199256a4bdd50aced87eaa8a4d4de4fcd863b862628a3d
observation.firstbloom.release_4260.001	document.firstbloom.release_4260	1	Prune	79403a38ef252306a966db0b3b1ec65a034e2980db1427dfda8dcadf9df0d926	5	0	5	true		prune	prune	expression.observed.en.sha256_6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67
observation.firstbloom.release_4260.002	document.firstbloom.release_4260	2	Grape and Citrus	736c532224cf0736984297349f6d33bbabbd3e9ff022aa52c370cd47c48e099b	16	7	23	true		grape and citrus	grape and citrus	expression.observed.en.sha256_e53382edcae3830c7a6a2af8c86685ecab2a7d4a83b2d68857e5e347ba99f97c
observation.firstbloom.release_297.001	document.firstbloom.release_297	1	Grapefruit	6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	10	0	10	true		grapefruit	grapefruit	expression.observed.en.sha256_e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b
observation.firstbloom.release_297.002	document.firstbloom.release_297	2	molasses	abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	8	12	20	true		molasses	molasses	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4
observation.firstbloom.release_297.003	document.firstbloom.release_297	3	honey	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	5	22	27	true		honey	honey	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6
observation.firstbloom.release_318.001	document.firstbloom.release_318	1		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_318.002	document.firstbloom.release_318	2	bergamot	156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	8	11	19	true		bergamot	bergamot	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693
observation.firstbloom.release_318.003	document.firstbloom.release_318	3	lemon and jasmine flower	da3037cc581a5fd03d4d8c788cb930ee3fa506a56500796440ce7c1275086839	24	21	45	true		lemon and jasmine flower	lemon and jasmine flower	expression.observed.en.sha256_da3037cc581a5fd03d4d8c788cb930ee3fa506a56500796440ce7c1275086839
observation.firstbloom.release_318.004	document.firstbloom.release_318	4	stone fruit	00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	11	47	58	true		stone fruit	stone fruit	expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9
observation.firstbloom.release_3975.001	document.firstbloom.release_3975	1	cherry	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	6	0	6	true		cherry	cherry	expression.observed.en.sha256_2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e
observation.firstbloom.release_3975.002	document.firstbloom.release_3975	2	milk chocolate	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	14	8	22	true		milk chocolate	milk chocolate	expression.observed.en.sha256_7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509
observation.firstbloom.release_3975.003	document.firstbloom.release_3975	3	anise	a56fc8aaf1dbedc22b3ea2e2866cbdde202c77f48b3b6696ac8221b825bfcf9f	5	24	29	true		anise	anise	expression.observed.en.sha256_a56fc8aaf1dbedc22b3ea2e2866cbdde202c77f48b3b6696ac8221b825bfcf9f
observation.firstbloom.release_1038.001	document.firstbloom.release_1038	1	Tangerine	44a41bce228dc28e836dc335963d03ee8e865263a7999c08e92d02d0c307ae66	9	0	9	true		tangerine	tangerine	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b
observation.firstbloom.release_1038.002	document.firstbloom.release_1038	2	pecan	a1e634d900bf403fe72ab7bd3a20ca6f5130e76038585a94b21194960484e924	5	11	16	true		pecan	pecan	expression.observed.en.sha256_a1e634d900bf403fe72ab7bd3a20ca6f5130e76038585a94b21194960484e924
observation.firstbloom.release_1038.003	document.firstbloom.release_1038	3	milk chocolate	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	14	18	32	true		milk chocolate	milk chocolate	expression.observed.en.sha256_7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509
observation.firstbloom.release_451.001	document.firstbloom.release_451	1	Red apple	51fec37ecf5c1c486878e13b2e228072eba7e877276484e70a85c8fb82171c5c	9	0	9	true		red apple	red apple	expression.observed.en.sha256_510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b
observation.firstbloom.release_451.002	document.firstbloom.release_451	2	raspberry	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	9	11	20	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_451.003	document.firstbloom.release_451	3	date	0e87632cd46bd4907c516317eb6d81fe0f921a23c7643018f21292894b470681	4	22	26	true		date	date	expression.observed.en.sha256_0e87632cd46bd4907c516317eb6d81fe0f921a23c7643018f21292894b470681
observation.firstbloom.release_2176.001	document.firstbloom.release_2176	1	Walnut	a91db29567403e314b4e1d8139d16dddc3f85a88a476cd117a5037e4464e9c8f	6	0	6	true		walnut	walnut	expression.observed.en.sha256_3748fbd132cd645a37562a4dd529c91442bfa156adcf96a311c1e1ff98f46636
observation.firstbloom.release_2176.002	document.firstbloom.release_2176	2	toasted marshmallow	6be34074c96d0612164a1ba86bc67429ee050e7abf30b5085fad9a1beb3e33ff	19	8	27	true		toasted marshmallow	toasted marshmallow	expression.observed.en.sha256_6be34074c96d0612164a1ba86bc67429ee050e7abf30b5085fad9a1beb3e33ff
observation.firstbloom.release_2176.003	document.firstbloom.release_2176	3	undertones of red fruit	3c00daa9bb3d9ce42d2a082bb7d7aee196fb42423c5703b6851fdc5a7148cec8	23	29	52	true		undertones of red fruit	undertones of red fruit	expression.observed.en.sha256_3c00daa9bb3d9ce42d2a082bb7d7aee196fb42423c5703b6851fdc5a7148cec8
observation.firstbloom.release_1506.001	document.firstbloom.release_1506	1	Rose	e10d850954a8e6113899eda0b14aa4706caaa04a73a804a693360816f6360c8d	4	0	4	true		rose	rose	expression.observed.en.sha256_618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab
observation.firstbloom.release_1506.002	document.firstbloom.release_1506	2	Lychee	fa0fbfe3984af9e3d1bad850b883be2e67b02f96a84533b99c51495571d6eb21	6	6	12	true		lychee	lychee	expression.observed.en.sha256_7d9f72f6de608982c43aabd062f0c77abc27f18afdfee5aefe0e07e0040d10ba
observation.firstbloom.release_1506.003	document.firstbloom.release_1506	3	Stone Fruit	8e4dfdbf2e89fab01d8add26e2d27db6e21902181a733166d712efc3fb7804f2	11	14	25	true		stone fruit	stone fruit	expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9
observation.firstbloom.release_1506.004	document.firstbloom.release_1506	4	Grape	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b	5	27	32	true		grape	grape	expression.observed.en.sha256_0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496
observation.firstbloom.release_1506.005	document.firstbloom.release_1506	5	Cotton candy	a786adf5afee4a235e98271d1c23dc1e6ed143157320595e1241df422c0b2df8	12	34	46	true		cotton candy	cotton candy	expression.observed.en.sha256_0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630
observation.firstbloom.release_381.001	document.firstbloom.release_381	1	Caramel	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	7	0	7	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_381.002	document.firstbloom.release_381	2	hazelnut	83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	8	9	17	true		hazelnut	hazelnut	expression.observed.en.sha256_83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe
observation.firstbloom.release_381.003	document.firstbloom.release_381	3	orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	6	19	25	true		orange	orange	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94
observation.firstbloom.release_1535.001	document.firstbloom.release_1535	1	Candied orange	5c1db88ecc825091b5c14546cc023ef2086b1bf062eaaa8e6b74355b4d894ce8	14	0	14	true		candied orange	candied orange	expression.observed.en.sha256_32d205ad33d2857d1e9205ef3bd4805aa479a4e9727bc37c1d6ae038df0fb187
observation.firstbloom.release_1535.002	document.firstbloom.release_1535	2	brown sugar	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	11	16	27	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_1535.003	document.firstbloom.release_1535	3	cream	f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d	5	29	34	true		cream	cream	expression.observed.en.sha256_f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d
observation.firstbloom.release_405.001	document.firstbloom.release_405	1	Dark chocolate	21831c7b2066c2b73756fc0b976ade1a3f0465d63989d4f6d7d8872bca6aebfb	14	0	14	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_405.002	document.firstbloom.release_405	2	brown sugar	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	11	16	27	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_405.003	document.firstbloom.release_405	3	pomegranate	cdc56610ee59993ee752f47de6bf28086441a2b5c9a8ef0bfdcce632c760d7b2	11	29	40	true		pomegranate	pomegranate	expression.observed.en.sha256_cdc56610ee59993ee752f47de6bf28086441a2b5c9a8ef0bfdcce632c760d7b2
observation.firstbloom.release_398.001	document.firstbloom.release_398	1		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_398.002	document.firstbloom.release_398	2	Raspberry	6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980	9	11	20	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_398.003	document.firstbloom.release_398	3	Syrupy	c87d397d764986aa8579420e0aa9b52b19e60dc500f44a4c8afdac95a10db5a6	6	22	28	true		syrupy	syrupy	expression.observed.en.sha256_a7ec7f3ae09187df17173620620eb2f2c8a175fe0d6da5221c1109d26f8e29a5
observation.firstbloom.release_416.001	document.firstbloom.release_416	1	Dark Chocolate	cb2ad2f5b06e067fb1e9b486940743520b8a6807944cffa2f3df40c2572c4684	14	0	14	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_416.002	document.firstbloom.release_416	2	Mixed Nuts	3dd73ab662226d74fc744455786eb93f01b84239fc2751180198f743250b708a	10	16	26	true		mixed nuts	mixed nuts	expression.observed.en.sha256_d9dd37da9c7d903de18831b9eadc59d97a9c30b18bc347346bd60564941c67bd
observation.firstbloom.release_416.003	document.firstbloom.release_416	3	Smooth	da51938777726566b44abd22acdec22f3ca866b82670c1666e180d4b822b27fd	6	28	34	true		smooth	smooth	expression.observed.en.sha256_c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed
observation.firstbloom.release_619.001	document.firstbloom.release_619	1	Tea	017979e8299034d8c481af1f282eb32af0ca7e39553664ba27289257b01d49c1	3	0	3	true		tea	tea	expression.observed.en.sha256_a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42
observation.firstbloom.release_619.002	document.firstbloom.release_619	2	raspberry	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	9	5	14	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_619.003	document.firstbloom.release_619	3	jasmine	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	7	16	23	true		jasmine	jasmine	expression.observed.en.sha256_6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f
observation.firstbloom.release_449.001	document.firstbloom.release_449	1	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	0	5	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_449.002	document.firstbloom.release_449	2	Watermelon Candy	870c9f1599ce0287b34016dfb224a86e5d7b32c72ed9419461eebc0c1b2fdfb1	16	7	23	true		watermelon candy	watermelon candy	expression.observed.en.sha256_9c861e0aeaa1d7367c83b805496714a0e8e72b340483aa72bda0c9a2dc6e8c72
observation.firstbloom.release_449.003	document.firstbloom.release_449	3	Floral	b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	6	25	31	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_854.001	document.firstbloom.release_854	1	Toffee	26097777696264e70655c4e380b255a7f7358f745f5bcfb618b8e27a0d6eb1c5	6	0	6	true		toffee	toffee	expression.observed.en.sha256_d776f7cf4e43af5c0bc12b5634fa50843c0158263f1552540447d3e28e7528a2
observation.firstbloom.release_854.002	document.firstbloom.release_854	2	cocoa	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	5	8	13	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_854.003	document.firstbloom.release_854	3		0013be7f217a4ef7442adccc63283a45c39ec3d98ddf32b801f34172fabe8148	10	15	25	false	dual_review_disagreement			
observation.firstbloom.release_497.001	document.firstbloom.release_497	1	Sweet	01e7c30f7fec479d601b6df8751fece184fdca5327204120f3a5ca0934f98cc5	5	0	5	true		sweet	sweet	expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d
observation.firstbloom.release_497.002	document.firstbloom.release_497	2	caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	7	7	14	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_497.003	document.firstbloom.release_497	3	vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	7	16	23	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_497.004	document.firstbloom.release_497	4	balanced	c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	8	25	33	true		balanced	balanced	expression.observed.en.sha256_c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5
observation.firstbloom.release_515.001	document.firstbloom.release_515	1	Tropical fruits	1946372a486bacc797f28adccb3823e3d41ad0b7a2de4ded51cf31f3739446d0	15	0	15	true		tropical fruits	tropical fruits	expression.observed.en.sha256_e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa
observation.firstbloom.release_515.002	document.firstbloom.release_515	2	guava and starfruit	d336c89235268d17830980a7d05a063ebf5bd488d127747bd5875bbdc827028c	19	17	36	true		guava and starfruit	guava and starfruit	expression.observed.en.sha256_d336c89235268d17830980a7d05a063ebf5bd488d127747bd5875bbdc827028c
observation.firstbloom.release_4255.001	document.firstbloom.release_4255	1	Red Apple	b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d	9	0	9	true		red apple	red apple	expression.observed.en.sha256_510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b
observation.firstbloom.release_4255.002	document.firstbloom.release_4255	2	Magnolia and Honeydew	70dbed51664ffa0c9c5c083c5f56fddf3ea1e56d7454d75094f490f7a8dd020f	21	11	32	true		magnolia and honeydew	magnolia and honeydew	expression.observed.en.sha256_dd7beb2277ffe8d2db9971ea36a5cfb94ce7cce6a0604666f4dbcb25fa580603
observation.firstbloom.release_549.001	document.firstbloom.release_549	1	Fruity	07a81f02b607fa1ad8dda6bb8e95fd65d07db46f5c44f88d0b63790781d8e697	6	0	6	true		fruity	fruity	expression.observed.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f
observation.firstbloom.release_549.002	document.firstbloom.release_549	2		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	8	17	false	rights_complete_field_surface			
observation.firstbloom.release_3653.001	document.firstbloom.release_3653	1	Exploding with berry	a454d0ac4198719992fc9f07cf8236f212cc887eae677719bd3ccc1ef6dc97d9	20	0	20	true		exploding with berry	exploding with berry	expression.observed.en.sha256_f481b1e27fe9b7681eff26794d3b014fdd53b8a1c84ebe543358ddc5e02dfd7a
observation.firstbloom.release_3653.002	document.firstbloom.release_3653	2	plum	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	4	22	26	true		plum	plum	expression.observed.en.sha256_0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99
observation.firstbloom.release_3653.003	document.firstbloom.release_3653	3		42c3872dc79d5613d4b9acb70c88e5e3ecf81af97899447b105052d557cf9109	22	28	50	false	dual_review_disagreement			
observation.firstbloom.release_2598.001	document.firstbloom.release_2598	1		36008a2a13e10b68bfb14ac77300edad1ffb0e19226d48ecf074c52636974b37	45	0	45	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_2598.002	document.firstbloom.release_2598	2	rose	618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	4	47	51	true		rose	rose	expression.observed.en.sha256_618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab
