cleaned_descriptor_assertion_id	source_descriptor_assertion_id	snapshot_version	source_dataset_id	source_family_id	source_route_id	source_artifact_id	source_file_sha256	source_locator	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_field_text_sha256	atomic_source_text_sha256	source_native_form_or_restricted_pointer	cleaned_lexical_form_or_restricted_pointer	cleaned_lexical_form_sha256	semantic_class	canonical_mapping_state	canonical_concept_id	cleaned_descriptor_identity	mapping_confidence	segmentation_decision	evidence_tier	rights_state	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	counts_as_cleaned_assertion	counts_as_record_unique_cleaned_descriptor	publication_duplicate_suppressed	human_reviewed	expert_adjudicated	model_eligible	cleaner_version
cleaned-assertion:0ef706dc9f489fb175ca75b9	assertion-b2:ac28af34705e8c20eb8be9dc	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:b51290950453d8a0197bea73	b51290950453d8a0197bea73dfac4d5686dc8e6dd176f2c82f6034fc26675ac1	html:item-attr=Overall;index=1	effective-b2:76c99541ef4ec62c9037f5bf	coffee-b2:661b6c347cdc8996718c051d	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	e036f1d2507c040b47d88e13980da67e3cba35ab87893d6208ef2c868a4decc0	315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	hash:sha256:315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	hash:sha256:315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:315600a556a5376ebaeccc4a	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ef7854e74eafd37db8feff4	assertion-b2:247a42b5c6d2fef234e12069	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:7cb4979c0fcfeabb1731d47c	7cb4979c0fcfeabb1731d47c8698b56100b6e3df8ae52b6d4cc76177df7728cb	html:item-attr=Acidity;index=3	effective-b2:ae1c3fcd9bd2b13e1737b569	coffee-b2:baa26c5dbec649bea50e323d	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	53b1f72f48adf8c40846f876ad27da00a618b530cf1528c3af0d1cbd6c655887	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:7d108ddb9255c7f990a9ec23	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ef796fa1304c4138cfa732d	assertion-b2:c5538213d558fc6be7d5d487	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:0ca7efd74c029e4425afa70b	0ca7efd74c029e4425afa70b3da81e89ceac3f2442c1bed1df29cf60228b1e70	html:item-attr=Overall;index=1	effective-b2:7087c1929952204bfcb50ecd	coffee-b2:b75d021fc813f0f51492dea7	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	2b88fa0b375c180be9b51f92c1240cf55e2b1f129db34c41caf09f29e094df73	2b88fa0b375c180be9b51f92c1240cf55e2b1f129db34c41caf09f29e094df73	hash:sha256:2b88fa0b375c180be9b51f92c1240cf55e2b1f129db34c41caf09f29e094df73	hash:sha256:fbdb2f7f6e6223ff9071a3dec970dc4c89ca7d0efa8bb563f9562ba6b89f4c3a	fbdb2f7f6e6223ff9071a3dec970dc4c89ca7d0efa8bb563f9562ba6b89f4c3a	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:fbdb2f7f6e6223ff9071a3de	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0efefdba682f6af84ae4398e	assertion-b2:1affdf260c992d20c6634000	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=132;column=17	effective-b2:ec51c3631c0cdca66682bd42	coffee-b2:4be419ff322a7bc65eabbb20	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bitterness description	5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	hash:sha256:5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	hash:sha256:5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:5bed85bd69a5502a8f645a58	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	f1555dabada668ea960f1956ab28123de93a8499a604f737e3ce2cf85e27f933	hash:sha256:894c832511279894398bdc36dc951806ca2db3bc976ac65c4719e1f197278dba	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0eff2c2bb80e7ce783c5af25	assertion-b2:96ebc26c882296e90cd86082	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=100;column=17	effective-b2:d317670a5472aba663c5fcd6	coffee-b2:cf591c95b0136d1ee659d931	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bitterness description	c098884f257c8790beb2ca970505113f1d4af17754c7859d40a7d35bc49167b7	bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	hash:sha256:bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	hash:sha256:bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	bf2cc45372afec5f59f34d911b72587b03ff999a8381848d5726c279987aee26	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:bf2cc45372afec5f59f34d91	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	a4b1e4bc3ee0973da34f5314c90b819c73befac13e4556189921d8150caf2cbf	hash:sha256:894c832511279894398bdc36dc951806ca2db3bc976ac65c4719e1f197278dba	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f00de89402b1f0f267c8d4e	assertion-b2:3056344efeb9a09d753b6079	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04e795b52f210db6342456a7	04e795b52f210db6342456a7774a9881e306311312bde8fcb2f08c72a18a48fc	html:item-attr=Aroma / Flavor;index=2	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	c42f334fcb88864f18653f9464f98983b54a8acc4cdf1c58b896203a172258c6	hash:sha256:c42f334fcb88864f18653f9464f98983b54a8acc4cdf1c58b896203a172258c6	hash:sha256:6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1	6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cinnamon	sensory.cinnamon	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f01cb2b768192b18961b2ab	assertion-b2:38b6240b5bf811900f26521d	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:213f5643060107736e80a94f	213f5643060107736e80a94f35fc30438003a8cb785f1d1561574b777da4904d	html:item-attr=Aroma / Flavor;index=2	effective-b2:c6279a297384a68d677fe32a	coffee-b2:7778323c25b18d31caa41b1c	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	1ee425a269dd4b1b07115e4477ebbb905c070d9fe357ebeaf62cd2cd3f1bf4c5	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	sensory.caramel	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f060b0978319ea03070d324	assertion-b2:b8145a98194098262986cee7	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4a6b37927764ed316e8d4929	4a6b37927764ed316e8d49297f340e099650564ba9d4b2758277b2b7ba598176	html:item-attr=Aroma / Flavor;index=2	effective-b2:643985846b6f228818e5a577	coffee-b2:56f0c7531dff3140e1699b66	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	39d21caec828ab6a5d451c2d2d8ab8c73d1b3b0a4144382839bedc8bf01e3058	e10d850954a8e6113899eda0b14aa4706caaa04a73a804a693360816f6360c8d	hash:sha256:e10d850954a8e6113899eda0b14aa4706caaa04a73a804a693360816f6360c8d	hash:sha256:618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.rose	sensory.rose	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f08b12372f712850df15275	assertion-b2:0df62df07e5658593955be92	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:3b5a68748136b29cbf74732e	3b5a68748136b29cbf74732ea207113b08b3a6e5c8e42d898b86e01eb656db72	html:item-attr=Overall;index=1	effective-b2:c2578a7b47a1bba2e3ad1b40	coffee-b2:fdfe821779551e1e418a7a67	2019	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	67eecab8f12da023f3b4389c48ed427f2e904a27fc96f5ed9530112d8668d7d9	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	hash:sha256:85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	hash:sha256:85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.peach	sensory.peach	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f0da01ed652f34ece011b52	assertion-b2:313e7b3d4d514dec5a0a7871	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=77;column=9	effective-b2:ca0c60a25fb02be913452c0b	coffee-b2:559d995330017c61e3c78944	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	d1fe5358a3ffd2aaed0832ce987f1c42afdc3d1f096397e00fb3c1d08f8986bd	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	hash:sha256:09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	hash:sha256:09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:09f04951af4cd503877815fd	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	7b6b2c29c66584290df0907b06fd3276b653f50f81593f5c19aff6713e7cfc71	hash:sha256:0aa86745237dbd7a2c79abd945066dd259c1007565a69f6acf166e969eaa8525	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f0f9a3c88e008f6d2a7a33c	assertion-b2:4c6e46e1a5521afac5e7c0eb	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:6639e64cd80a11e6cb47181f	6639e64cd80a11e6cb47181feae1cde340ecec4cc9860d56893481a0ce07dcb7	html:item-attr=Overall;index=1	effective-b2:84441267d5e8de7f465332de	coffee-b2:5664d4a40a68f3668c47c6d3	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	f5841805261d84c934746493feea9b9086e6137cde47c00ac45a89a7e557523f	e767c5bad87ef0ffa13c49b222abec9de609d35fd30e331096427f40aee1ef9d	hash:sha256:e767c5bad87ef0ffa13c49b222abec9de609d35fd30e331096427f40aee1ef9d	hash:sha256:1b2afab9db7505b7f52bdc7c227d277791ba5757b8339ed64b5cad9e122e0828	1b2afab9db7505b7f52bdc7c227d277791ba5757b8339ed64b5cad9e122e0828	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:1b2afab9db7505b7f52bdc7c	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f104f781d133c14fd01a665	assertion-b2:e4db49294bbfaddc2c2d9f71	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:6207b994fb1d42f5db2e0f20	6207b994fb1d42f5db2e0f20ffc7feacc07cca3026776b5baa5f174e74ce0c8a	html:item-attr=Aroma / Flavor;index=2	effective-b2:14e1432a470c8a9b48c35709	coffee-b2:8567f47d8cbf97271dab0652	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	0543e5502d12cd4f3991a898a4e45c73d236e49b5273d57aa63be671f9257c22	6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	hash:sha256:6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	hash:sha256:e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.grapefruit	sensory.grapefruit	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f136344b352475bbb5c9f8f	assertion-b2:899ce513e97fd06d910cddf2	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d0bdc3743216b5c413f70aea	d0bdc3743216b5c413f70aea6944f807d31259f516c30e9c5687df844894fd3c	html:item-attr=Aroma / Flavor;index=2	effective-b2:792aadf23e90610f77a14d71	coffee-b2:e3aa312206b734ec04f47725	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	69667e6a9b3b09a6776b0efc11323b7cd9d11d9517473f3d2a8294aa741809d8	f3c9e1abbe7d6869e841a2f8a7858f86adedc9cfeab9b399f3c1212594be0e4e	hash:sha256:f3c9e1abbe7d6869e841a2f8a7858f86adedc9cfeab9b399f3c1212594be0e4e	hash:sha256:728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:728a07126ea01d49ac050b9a	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f1d4ab8e163ca98fd3d4476	assertion-b2:3f9fae2d751f23f546dbc409	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04e795b52f210db6342456a7	04e795b52f210db6342456a7774a9881e306311312bde8fcb2f08c72a18a48fc	html:item-attr=Aroma / Flavor;index=2	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	hash:sha256:abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	hash:sha256:2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cherry	sensory.cherry	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f294b1025e24045b7970d26	assertion-b2:171eca79bb5925a634209503	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:bf383fbd03d4f06a9d4b53b7	bf383fbd03d4f06a9d4b53b75b0705bd15ff2a38984a4aeed90b09b82a3967e0	html:item-attr=Acidity;index=3	effective-b2:a3d7fe9b284992d3bef0e9ba	coffee-b2:2417ad78699a1df9a352dd38	2019	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	9afc0960744e8cbac46fe4e2fdbb275f9e8629a220d22a7c9809d1013b4ed965	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	hash:sha256:9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	hash:sha256:9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:9f7411175a19631ed6da6945	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f2a8af54d7b609ce8124cba	assertion-b2:6f1b4b08f51970c4f704bf42	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:494b8f1f31e64b5eb8a6b3e5	494b8f1f31e64b5eb8a6b3e5bd32277af037ebe742d15dda3f36cb36d8e6edad	html:item-attr=Acidity;index=3	effective-b2:b7f52a10d8e8b71753792dea	coffee-b2:fa2addd2fff96c5bb7e0d62b	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	0ffca80cdbd6e2c2978eace02300e3d810b6c92caa5187ec628531370ff829a6	fa0dce8b386b112e9eb7a0b7511bca31f7b5d07f4cfd50c57a515173ade4fbf4	hash:sha256:fa0dce8b386b112e9eb7a0b7511bca31f7b5d07f4cfd50c57a515173ade4fbf4	hash:sha256:52f9f23c45b58c61bbe90e7437d16a01a7064d63f7f71eae8b8f89295f9939e4	52f9f23c45b58c61bbe90e7437d16a01a7064d63f7f71eae8b8f89295f9939e4	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:52f9f23c45b58c61bbe90e74	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f336bfb20b2bebfb8cf25f6	assertion-b2:714b03156c10b6365df4f2d4	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:6db58e81b3e5e10b79def0e5	6db58e81b3e5e10b79def0e58c0f376c4d6cf6c78bacf032b1383cdc2b8575ce	html:item-attr=Aroma / Flavor;index=2	effective-b2:415fc7104b388dc4523bbc53	coffee-b2:87bc902d22b634bf225f9928	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	2084dd399c02c6c404d811867180123ac82bffb6faa4d33b486daed18becf4cb	ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354	hash:sha256:ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354	hash:sha256:ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354	ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:ba7ad46689f94dc14c1a456c	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f388fa2bb4a9b6558c6e1cf	assertion-b2:afbcc8dc592a3cfdba299f9c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:21b7a8cf46974cc04ae30cad	21b7a8cf46974cc04ae30cade8c454c6f7aa38c7b0910472da15ec1715d3023c	html:item-attr=Overall;index=1	effective-b2:b190a1322f5fc0811ba8c7f7	coffee-b2:caf7a0d72c2f924d23ffa0b0	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	28100b18edb7f71e943f071283e7a044561ec6f8cc5d9606f95fa4ddcea55948	f3c9e1abbe7d6869e841a2f8a7858f86adedc9cfeab9b399f3c1212594be0e4e	hash:sha256:f3c9e1abbe7d6869e841a2f8a7858f86adedc9cfeab9b399f3c1212594be0e4e	hash:sha256:728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:728a07126ea01d49ac050b9a	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f3fbc7ff630a076858372f0	assertion-b2:4ac5910af8325dabeecca7ee	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=112;column=7	effective-b2:744b667ff8500da9c1593ad4	coffee-b2:ff841fdbd856978102ce46e6	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	d08fa3064b74f5e13eb9d81c6f4fd334f6f42881ad0c13e350821c9e3b3d44fa	1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138	hash:sha256:1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138	hash:sha256:e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:e13fb53a594fa513afc34fa7	0.000000	HEAD_PLUS_MODIFIER	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	5a2593049d2741776688ab7460a8733fe60d67b0562d0b3b5aced77c59686ed3	hash:sha256:3fbd629e5e208294b3a11e6580da7297687a4c1a2035cd4b8555a2dfce449494	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0f4017f696193076651452b5	assertion-b2:3d9863ea28c5aaf4a5686e4f	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=122;column=11	effective-b2:17403d08113dfbbfc89fff7d	coffee-b2:7a74df3761219c913e8b4834	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Acidity description	d261f1ae867406eb18ea186ab3ead6ea0870b703cffd5c6234b0289ded9a6f68	6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	hash:sha256:6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	hash:sha256:6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	STRICT_FLAVOR	AUTO_APPROVED_ALIAS	sensory.wine_like_character	sensory.wine_like_character	0.990000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	1a8a1db51f8f3ed230431181fcfb229192b8767bb0b380a35af9cdf4a14ed1a3	hash:sha256:b9b9cee26642b955bccca076de3a96bc55330133f8f3a3605762827990bde3d8	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
