cleaned_descriptor_identity	canonical_concept_id	semantic_class	mapping_state	cleaned_assertion_support	effective_record_support	source_family_support	year_support	gold_support	silver_support	bronze_support	rights_affirmative_support	rights_pending_support	rights_unknown_support
sensory.alcoholic	sensory.alcoholic	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	12	11	1	1	12	0	0	12	0	0
cleaned-form:01024deec75e9c0eb827d664		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	5	6	5	0	6	0	5
cleaned-form:36ae583609d7fb39f8b89851		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	7	3	8	0	3	0	8
cleaned-form:3b10795fbe4e5737c352ebc4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	3	6	5	0	6	0	5
cleaned-form:3d5478b51790b364dfb4dd67		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	9	1	1	11	0	0	11	0	0
cleaned-form:3efaf748979e929f47a9bcd1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	7	2	9	0	2	0	9
cleaned-form:4481797fbe2b0cd788c5b587		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	10	1	1	11	0	0	11	0	0
cleaned-form:52f9f23c45b58c61bbe90e74		BROAD_SENSORY	ONTOLOGY_CANDIDATE	11	11	1	2	0	11	0	0	0	11
cleaned-form:7eaa01ebd672a7f17bf18d6c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	1	7	0	11	0	0	0	11
cleaned-form:985604c2b60243122c24d4e1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	6	4	7	0	4	0	7
cleaned-form:a60f512f1c4ae117d46a8212		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	5	0	8	3	0	0	11
cleaned-form:a6b2cbeb7f34e8016cd93172		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	6	1	1	11	0	0	11	0	0
cleaned-form:a7a39b72f29718e653e73503		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	4	5	6	0	5	0	6
cleaned-form:a9423b17e82a35bfb30d60f1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	10	1	9	1	10	0	0	1	10
cleaned-form:b0df7aca2b1494807e448a18		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	7	1	10	0	1	0	10
cleaned-form:b9fdc539aabca967bdd0f4f9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	8	0	10	1	0	0	11
cleaned-form:f6cc5b085b61387ac2c125bd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	11	11	2	2	10	1	0	10	0	1
sensory.coconut	sensory.coconut	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	11	11	1	8	0	11	0	0	0	11
cleaned-form:22d2084f01936c564e690d17		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	2	5	0	8	2	0	0	10
cleaned-form:28a608c7ef2dc2a07ab074d4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	2	5	4	6	0	4	0	6
cleaned-form:5751e048eb6fee3eb9bb4ea7		BROAD_SENSORY	ONTOLOGY_CANDIDATE	10	10	2	6	1	9	0	1	0	9
cleaned-form:70de2441f437ae244aa8ac0f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	8	2	2	9	1	0	9	0	1
cleaned-form:760d7e3244ca2c5df42f5f05		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	8	1	1	10	0	0	10	0	0
cleaned-form:80694b4ddde0a513e37552d4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	5	1	1	10	0	0	10	0	0
cleaned-form:99f8cc0b0006d781bab2748b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	8	1	6	0	10	0	0	0	10
cleaned-form:a2d9e49e4622ce052276b03f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	1	1	10	0	0	10	0	0
cleaned-form:a3629aaf207d10a32d39b93b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	1	1	10	0	0	10	0	0
cleaned-form:bb3c78a5ebceae972f96ce02		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	2	5	0	8	2	0	0	10
cleaned-form:eebbf6457e46a7f63acdf9b9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	1	6	0	10	0	0	0	10
cleaned-form:fb1e08db57c3853bc932aaec		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	10	10	1	6	0	10	0	0	0	10
sensory.bitter	sensory.bitter	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	10	10	2	3	7	3	0	7	0	3
sensory.creamy_mouthfeel	sensory.creamy_mouthfeel	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	10	10	1	9	0	10	0	0	0	10
cleaned-form:0a052c147632c55a2ac98b45		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	5	0	9	0	0	0	9
cleaned-form:126a68e47a731cffec5e37a2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	5	0	9	0	0	0	9
cleaned-form:2906010acb3279f7a91a4d48		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	6	0	9	0	0	0	9
cleaned-form:2afc0f6bdffa147426d3e311		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	2	4	0	4	5	0	0	9
cleaned-form:37290d74ac4d186e3a8e5785		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	2	3	6	3	0	6	0	3
cleaned-form:4e32948c362f084514ebafbc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	5	1	1	9	0	0	9	0	0
cleaned-form:51446de343eb0aacf099fb16		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	4	0	9	0	0	0	9
cleaned-form:5bed85bd69a5502a8f645a58		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	1	9	0	0	9	0	0
cleaned-form:6295abce4ea1588dc65a1a67		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	5	0	9	0	0	0	9
cleaned-form:7728456b0c982f81721078ed		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	2	7	0	9	0	0	0	9
cleaned-form:95c62f4729267dc1938c5579		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	7	1	1	9	0	0	9	0	0
cleaned-form:99f7855eb789dfecf9ea66df		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	1	9	0	0	9	0	0
cleaned-form:a5cf6cd946c485c7cb5a6a1c		BROAD_SENSORY	ONTOLOGY_CANDIDATE	9	9	1	2	0	9	0	0	0	9
cleaned-form:aab8b8d556820d47e2e4ea2f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	2	2	8	1	0	8	0	1
cleaned-form:c60aac4fce685ecd8a3bc0ea		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	2	6	3	6	0	3	0	6
cleaned-form:cf614a9ad2119f98f41eb1ac		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	3	5	4	3	2	4	0	5
cleaned-form:d9d3d9657be077f92cb52a5c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	1	9	0	0	9	0	0
cleaned-form:e4afc00c203159704e8a809b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	9	1	6	0	9	0	0	0	9
cleaned-form:e8c8131b12c8c41347e123bf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	9	8	1	1	9	0	0	9	0	0
sensory.rubber	sensory.rubber	DEFECT_OR_NEGATIVE_SENSORY	AUTO_EXACT_CANONICAL	9	8	1	1	9	0	0	9	0	0
cleaned-form:1a6c1efa28d5d11d63976575		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	5	1	1	8	0	0	8	0	0
cleaned-form:25a9dba42e0fac74c3d2729a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	6	0	8	0	0	0	8
cleaned-form:2e1cfa82b035c26cbbbdae63		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	7	1	1	8	0	0	8	0	0
cleaned-form:54812827019300c86adffb81		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	6	0	8	0	0	0	8
cleaned-form:575e3a552818b967a99f3a67		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	2	2	1	7	0	1	0	7
cleaned-form:632e93023886160a2a5494cd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	2	6	2	6	0	2	0	6
cleaned-form:779bfa925b025e514432fb3d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	7	1	1	8	0	0	8	0	0
cleaned-form:79ba7c4628c18e9ac1ab3ba1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	5	0	8	0	0	0	8
cleaned-form:7a1fa25f3d9a14dc696ae1d4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	1	8	0	0	8	0	0
cleaned-form:93e331cc6c13f27c1069c1c5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	7	2	3	5	3	0	5	0	3
cleaned-form:9591e9988dcfbe89e3d7a59f		BROAD_SENSORY	ONTOLOGY_CANDIDATE	8	8	2	4	2	6	0	2	0	6
cleaned-form:97cb3863cc9ec33e35184532		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	3	5	1	7	0	1	0	7
cleaned-form:ba4788b226aa8dc2e6dc7424		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	6	1	5	0	8	0	0	0	8
cleaned-form:d08c7b739fee1f2f2d6cdf05		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	1	8	0	0	8	0	0
cleaned-form:d0deaff7b027c3dc26c35894		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	4	0	8	0	0	0	8
cleaned-form:ef77440b6f8382d4ce8d8cf6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	1	6	0	8	0	0	0	8
cleaned-form:f4c44266a2dfad9847930615		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	8	8	2	5	2	6	0	2	0	6
sensory.black_pepper	sensory.black_pepper	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	8	7	2	3	3	5	0	3	0	5
sensory.drying	sensory.drying	BROAD_SENSORY	AUTO_EXACT_CANONICAL	8	7	2	2	7	1	0	7	0	1
sensory.nutmeg	sensory.nutmeg	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	8	8	2	5	2	6	0	2	0	6
sensory.smooth_mouthfeel	sensory.smooth_mouthfeel	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	8	8	1	6	0	8	0	0	0	8
cleaned-form:0cb4aebc5f1dbbf8c3eafb34		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	6	1	6	0	7	0	0	0	7
cleaned-form:1309feff00bc22ea61ec4451		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	2	2	6	1	0	6	0	1
cleaned-form:20c526012014489e3ab8d33e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	5	1	1	7	0	0	7	0	0
cleaned-form:26ab1631ff0fd26b85906418		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	4	0	7	0	0	0	7
cleaned-form:2e6fad3126c33fe9c340a86d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	4	2	5	0	0	2	5
cleaned-form:3bc4a8a885c931ecc8247352		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	2	3	4	3	0	4	0	3
cleaned-form:449220523aecd374f3079dcf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	5	1	1	7	0	0	7	0	0
cleaned-form:52e83ba945c0a698868281ec		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	6	1	1	7	0	0	7	0	0
cleaned-form:57cccc34fe982cc4ddafb3ef		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	4	0	7	0	0	0	7
cleaned-form:7152e6ec048e24fadb107625		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	2	4	3	4	0	3	0	4
cleaned-form:7a4fa6f33e1266fa52322b0d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	6	0	7	0	0	0	7
cleaned-form:8543f6eb46b0b4d929b2fd45		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	2	5	0	4	3	0	0	7
cleaned-form:8674b1c46ca65d0c50ba0f4a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	3	2	5	0	0	2	5
cleaned-form:8cff4f7de4a58adb21f1c812		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	5	0	7	0	0	0	7
cleaned-form:aa3d15ad139267e56a8c94cd		BROAD_SENSORY	ONTOLOGY_CANDIDATE	7	7	1	5	0	7	0	0	0	7
cleaned-form:ad428662b8229f21f7b88596		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	5	3	4	0	0	3	4
cleaned-form:aea369436519e53cf1504114		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	5	0	7	0	0	0	7
cleaned-form:b08c83ea8b45ea618fcef9fc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	2	0	7	0	0	0	7
cleaned-form:b3f487fbc1970da93ec06115		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	3	0	7	0	0	0	7
cleaned-form:cc767fb1c6efc232caf9dd1f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	7	0	7	0	0	0	7
cleaned-form:cc8d6db9347894b9112df5ac		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	1	7	0	0	7	0	0
cleaned-form:e1a3b8e42e5ab740f52a943d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	1	7	0	0	7	0	0
cleaned-form:e29db8942cee36865ef247d0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	4	0	7	0	0	0	7
cleaned-form:e9d663ecbfed8c309d3b0de6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	7	7	1	5	0	7	0	0	0	7
sensory.anise	sensory.anise	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	7	7	1	5	0	7	0	0	0	7
cleaned-form:0da7117f71ec662ef9a5bcc7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:0e138157efe3a1a4cb30ff2f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	3	0	6	0	0	0	6
cleaned-form:0f151919b9ea8540476cb1e7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	2	0	6	0	0	0	6
cleaned-form:10ef487e48df3a7dabf54101		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:127c2817bd9e778721d5ec9c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	6	0	6	0	0	0	6
cleaned-form:1bc690684dc2af6fde7849d9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	1	6	0	0	6	0	0
cleaned-form:1d1d7d90769a36e59b9e2d5b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	3	0	6	0	0	0	6
cleaned-form:25852c87d6e47fb8d7d55400		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	5	1	5	0	1	0	5
cleaned-form:309fd2d254161060a48e262a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	4	3	3	0	3	0	3
cleaned-form:34eff3154477afb1a3ee6925		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:3b772b1437fa77cb8c61f09b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	2	4	0	0	2	4
cleaned-form:465c4f46b346f3f4682cb4a7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:4718f945db3254e62323c8b2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	3	0	6	0	0	0	6
cleaned-form:4b04681f470cd3574b974185		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	3	3	0	0	3	3
cleaned-form:4c4667ac0145721845b6a59b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:5a9fee2cb0e686d7d9022dfc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	6	1	5	0	1	0	5
cleaned-form:6afebec0b12304339eb095bb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	3	2	4	0	2	0	4
cleaned-form:6e58d2db4716be4c6c734934		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:6f34996dc5ee9421a867604d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	1	6	0	0	6	0	0
cleaned-form:73c76d56fd4042001a19cd73		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:75b07bb3ffb3b8ad63e79b98		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:7718041e5adb15ba2feaa3f0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:7e5d4325a44714fc86a9b698		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:8298b83eda24001ac2d608f8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:8a60896fe1bac2bb60736e08		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	5	1	5	0	1	0	5
cleaned-form:8d8df47519806c666bae419d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:8f42b2a0b626678a465d47ab		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:98485291cc55f4ea54234ce9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	5	0	6	0	0	0	6
cleaned-form:9dc6a1c1bf08ee6a51649529		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:a064b73b3256d69ad0937be4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	1	6	0	0	6	0	0
cleaned-form:acef2c15bcd349db900dffec		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	1	6	0	0	6	0	0
cleaned-form:b21f9ca3c4e02d5c8354d6df		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	5	1	5	0	1	0	5
cleaned-form:b7e45185fb8fc9870f5885b4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	4	1	1	6	0	0	6	0	0
cleaned-form:bb126eae058295d9cfe24136		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	2	0	6	0	0	0	6
cleaned-form:bf2cc45372afec5f59f34d91		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	5	2	4	1	5	0	1	0	5
cleaned-form:cf3dea6543ff7338f9529b83		BROAD_SENSORY	ONTOLOGY_CANDIDATE	6	6	2	2	5	1	0	5	0	1
cleaned-form:d1e49ac43dac0c4c5934aa14		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	3	0	6	0	0	0	6
cleaned-form:d2922372131239317837d760		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	4	0	6	0	0	0	6
cleaned-form:de68af38ac459dfd60841f3e		BROAD_SENSORY	ONTOLOGY_CANDIDATE	6	6	1	3	0	6	0	0	0	6
cleaned-form:f21b05f2214b81093bfdbb6c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	1	1	6	0	0	6	0	0
cleaned-form:f2c819b6790de306847fb226		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	2	6	0	0	5	1	0
cleaned-form:f57d15e4f76e298d20d75708		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	5	1	1	6	0	0	6	0	0
cleaned-form:f9bc6944beeac1b1b88060bc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	6	6	2	5	2	4	0	2	0	4
sensory.peanut	sensory.peanut	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	6	6	2	4	2	4	0	2	0	4
cleaned-form:06f8382071a4109d1a103703		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:070d7142f8a3a3d6d120c3a7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	4	1	3	0	5	0	0	0	5
cleaned-form:120b0112acf24c285dab276c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:143f85ab87ccece7e2a4b550		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:14aeaabd808c7690be105a78		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:241daf2e753a6a2f37a1b147		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:2d76a962410431da253d6682		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:32b9a4fe16405c1ef5352788		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:339f68b4394a8503f1777cc8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	2	0	5	0	0	0	5
cleaned-form:361ebef5e2a63fb75f0ef8fe		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:3c322fdd1cdc5903c7f6cd21		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	4	2	2	4	1	0	4	0	1
cleaned-form:4810eb165b0df3591cb8702c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:4f393e6b8caa5d9179d44a1c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	4	1	1	5	0	0	5	0	0
cleaned-form:54ce1e8556b7107f6cc86be0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:677e903199916067c479594e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:7937c4dc4579bfc7c37baa46		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	2	3	0	0	2	3
cleaned-form:7b5105d80367eca48a11d1d6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	2	0	5	0	0	0	5
cleaned-form:8cbbcf29d9cef89675c5f5c1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	2	5	1	4	0	1	0	4
cleaned-form:9226ba0f75ba7a60b4c004be		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:9304e2bfd44ade20c3406f7d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:941c8fa676ca32c2bba64691		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:96eed1e253c8601cf063aa55		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	2	4	2	3	0	2	0	3
cleaned-form:a18b869b2e81c0c529552a3c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:a4b3d668642de5d2897a1c96		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:b21302f2a70e32198d6cd4df		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:b34f5d33fd1afbf050690220		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:b3d2b9eda588d48aeb48a729		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	2	0	5	0	0	0	5
cleaned-form:b5e0eee6e28efca6d6ad05d7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:be2a2df6231d405ea92f2990		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	4	1	3	0	5	0	0	0	5
cleaned-form:c9a209d8b257599aaab43b0c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	3	1	1	5	0	0	5	0	0
cleaned-form:cd7419471a8bffef153ea4d0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:d2c080294d415ce5f98725ad		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	2	4	1	4	0	1	0	4
cleaned-form:d492beee798fc77bf660dbac		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
cleaned-form:d779b5cd348cc6bdc4ba5bb0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	5	0	5	0	0	0	5
cleaned-form:dc9c5edb8b2d479e697b4b0b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	4	1	1	5	0	0	5	0	0
cleaned-form:e6b023fb0803a70668b04462		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	1	5	0	0	5	0	0
cleaned-form:f379ccb92b9116442dc65bdc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	3	0	5	0	0	0	5
cleaned-form:fb72c27bd9a59cdc95c9c379		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	5	0	5	0	0	0	5
cleaned-form:fce1233657ad207fed4b3a51		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	5	5	1	4	0	5	0	0	0	5
sensory.pink_grapefruit	sensory.pink_grapefruit	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	5	5	2	4	2	2	1	0	2	3
sensory.salty	sensory.salty	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	5	5	1	3	0	5	0	0	0	5
sensory.woody	sensory.woody	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	5	5	2	2	4	1	0	4	0	1
cleaned-form:00d11132a27be6114cece180		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	4	2	4	0	2	2	0	0	4
cleaned-form:025005b61199b5cdaf60d0fe		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	4	1	2	0	4	0	0	0	4
cleaned-form:0267c63d718c9d786ac15930		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	4	1	1	4	0	0	4	0	0
cleaned-form:04d588cb41b8022d1233924f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	3	1	1	4	0	0	4	0	0
cleaned-form:0691247a289e132ce50992f1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	4	1	3	0	4	0	0	0	4
cleaned-form:0c6193e11c89c15a1715161c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	4	1	1	0	4	0	0	0	4
cleaned-form:163288c54a3842cff84eda0c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	4	3	1	1	4	0	0	4	0	0
