language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_0367d8b277d4dc0de38e3d72a4be86de0d259bce592159fb2d1d46ddc57e7c7c	document.firstbloom.release_1275	language.expression.en.sha256_8ee3e51c0d9cadcbcdbe49b72f904f0b335dc0ff8b894b030fceb0016282ee3a	In the cup expect Mandarin Orange	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_839a24f0aa7927ba0acac14759e42787ebf71d314f7e4d2bd492d819f65ce017	document.firstbloom.release_1283	language.expression.en.sha256_11d5e03f062468bc2c06d1ecfdcc6093e90f5067e7f3ebeecb24677291cc17d5	and good old cola	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_263b6af6f44203016131ee68bfd40b7065184f853cfa7a073465873a8cc9c50f	document.firstbloom.release_129	language.expression.en.sha256_ff20d731da6fbb5e2609a76605c0df9ae26379bacd77c087efd4200abc9dc1aa	like lemon curd	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cabe23eb69bafb8aa12cc06f7b9ab3b0843bc2cfeb655f81d4963fcd2dd5cfe5	document.firstbloom.release_129	language.expression.en.sha256_966ae623370c2c3ebc7ff60b25e9e03eaf82ad1f07e9d6272a6af7968fefc06f	blackcurrant jam	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e1e40ead4eab57e395121b2ea34ea1cfadf17bf85092c4d45281170293697b0f	document.firstbloom.release_1290	language.expression.en.sha256_168fbc27bb5d06f5a24aa7e321914a8b3c2fc28a789d78b3fcf9983857d047a7	peach candies	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_dfb4c32ce95bf33e8285361c1735cb4508707dc804f696051f5c7ef86b0c40db	document.firstbloom.release_1309	language.expression.en.sha256_184419bd9cd3eafacc894475b59379bd4150a9a089b679bf12d1516ed9b8db49	caramelized nuts	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f2cacff6ff3e2a312efee3a42c85a21082ebff39e3984ec3cc036d2d3e4e2626	document.firstbloom.release_1310	language.expression.en.sha256_92a7933a44dc135db8691b5184d93e8afd28930475a15c4463eefce6ba321c03	no acidity	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ff8575106d99f5373d7a55acd18c9af3caf057e25620343eeeb3637d7146b274	document.firstbloom.release_1333	language.expression.en.sha256_e00a62ba765104cdbea4dc5d734a34952870d680fc5ff8d84e42295406dfc6dd	Mirabelle and Caramel	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5126287156eb473bdc279d9596f7d105c6d73c3ec32de380e7dcb28a8197e121	document.firstbloom.release_1334	language.expression.en.sha256_d4a073ea4a364e353caef4eabc5846d3fc21928ee42ef3c48dae1bfcc26f5a73	Lemon and Vanilla	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f27037025cedaaa806c51c1be1ed4fd0c37c5424608a3da3b6b28c07b57b0aed	document.firstbloom.release_1335	language.expression.en.sha256_0b671abe613b4e477efc262b4fe4754e33f814c3b8992231257de87153a56e7f	Redcurrant and Honey	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9fb9a275e0a5f3b6ee1a822a3823bbae019ac4ea988bb72dac5121c0ee1cb47f	document.firstbloom.release_1336	language.expression.en.sha256_5a9feea16adf3d03f1b45ca33db695ca1e5dbf92a2c6514996d76b0b85a683b4	Raspberry and Cocoa	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c842fb275dd04715813b0826cae7637dcdc4d102659e665bcf6e350cd34c1dbf	document.firstbloom.release_1337	language.expression.en.sha256_99f791dd6846169051c164f0c8f912e0432a90297e8de787fba9c3714be909ab	Redcurrant and Brown Sugar	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_29e8fe560163e0916be160dec3ff935b19a532423d87e7f7afe810a9e0319fe5	document.firstbloom.release_1338	language.expression.en.sha256_8cb49affafa6220fcd8fe5f58403d1c7af734938b50f8ac34e032b636edd3913	Raspberry and Jam	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5f3a95f9c3725fdacb6230f69163ffcbc53d4bba8f3beada2f1dee510c0972dc	document.firstbloom.release_1339	language.expression.en.sha256_15a36261073a3f8d7fbeb7384e86689153c11549859a2d51879c666093fab99b	sucre brun	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_49e3110d07dd9dc24cba0bd152b5c8d4995cd2defbe8f3a428d051196124b007	document.firstbloom.release_1347	language.expression.en.sha256_b843815ad79329bf9d63528bce0445216a0c03218cbfe99f9d1d0e64c24e1455	noix de grenoble	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b0ec6a706a4e977de83fcb676139a615c4f8de6d571c7fd8682676d0f683ddf4	document.firstbloom.release_1353	language.expression.en.sha256_ba26f3d9d6ea8ad2f6e8978e22b454cb40f857c26e5a161def68eea17f63951b	Cantaloup	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0fbf7dd4b813a49ed0e1ac123be8432af6919298515fae43a669e17fddf37fbf	document.firstbloom.release_1353	language.expression.en.sha256_9f0932206bdd4b06e03401b04f0cfcd44775ca376dfef8d1f409605e85cc6b97	confiture de fraises	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2ead5acbef72508eb8063a820c2377658f83da0f56c03d4a1cd2da3f83e3df2f	document.firstbloom.release_1357	language.expression.en.sha256_3f7130f264bae613a44699b5b59268ec0862466ecda113b940653e23771a0512	Sweet fruit	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d138212d25c45258c9f12063f440498398c27578afd8a058e4d9fb055643289a	document.firstbloom.release_1361	language.expression.en.sha256_b95cfe2dd565f5a4ddbc29f2d388604bff136f2d42e9a9469f230d0d7277d0cc	Turkish Delight	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_593367a10dbf187e792d2cfe9a05e1cde8ff557b0e63a8f233a2400a069a0238	document.firstbloom.release_1361	language.expression.en.sha256_b95cfe2dd565f5a4ddbc29f2d388604bff136f2d42e9a9469f230d0d7277d0cc	TURKISH DELIGHT	tasting_note.fragment.006.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_44b0c2dd98ea6a4932faa30bbb36aea8fddda27448367d6dc2fe51aa21f550fd	document.firstbloom.release_1363	language.expression.en.sha256_d2922372131239317837d760004d37d0b2ca5f803a6c9c4060c565d63c216609	Pine	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e81a395a789da67373ccb13128d15271489935c5240ed223cf9f0de75e956d99	document.firstbloom.release_1366	language.expression.en.sha256_46834e7860491a9ab6b1ae02e7f84642641ff6e386b41b48e967e0eac7334e67	Chocolate and Cherry	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b4cd572b0357d9985b023a36e9abf80b3403d6f23f5736b7f6d528938ef87de7	document.firstbloom.release_1367	language.expression.en.sha256_3bf191bd46ddb3a10f310a6132e266a757ececa89c5d24f61bd254b3d51b5434	Chocolate and Blackberry	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bac401d46cf015d3ee9bce02ff4d698f0b9480fd38117c868946c400a6ff3f5e	document.firstbloom.release_1368	language.expression.en.sha256_f7573a2b9316fc0b0cdef20ae95a1bb0dc4609cd3084499409d686dbadb239ec	Apple and Molasses	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0149332d9c248785b41adeb591848a08dca1e7a880ae86cb63e549f5beab4d1a	document.firstbloom.release_137	language.expression.en.sha256_4559b58e321f92922cb77220ae144f02df10767572d8b7042b3a43796160cdae	Strawberry and Silky	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_191b4a3c4f990c1dad79685ffb63f8dbe431453450774bafe48da8ea9febaa06	document.firstbloom.release_1370	language.expression.en.sha256_119c01b84ad6906f9057d21510c5a243e68f3d86847a61bcc04131851d9bcc31	Cherry and Brown Butter	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d385d24a5ef3591e5a817c97ec2e5f35aeade37223081da9bf6a9c426c26a138	document.firstbloom.release_1371	language.expression.en.sha256_e91131b5674f199bbbac936bdb85a2a029247d4b0498e5453353183fa2ec853c	floral honey and raisin	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_df6c7f4d58d750642d6e0c01bc919d6df0829c774bce17bdc81053fa472dde3a	document.firstbloom.release_1372	language.expression.en.sha256_4559b58e321f92922cb77220ae144f02df10767572d8b7042b3a43796160cdae	strawberry and silky	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a6d0a00ed1041d9867515548da654189865ccd9e68557cba6da5a6bfbe8b8e93	document.firstbloom.release_1374	language.expression.en.sha256_00fb4e2da09f9f24c418bfd97d894547fc8e1935b8fd1c7735375cd5121fe674	walnut and grapefruit	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_663772cb816f637a1da4f9ea8027e4ab75ae71933e6e5da64446abf4787085f4	document.firstbloom.release_138	language.expression.en.sha256_09e20b517cdac939b1e679946a6fbdcc820312f49c41cfd1c25797e3f7c26dc7	Butterscotch and Creamy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fddca294cea22007d48c949d7377c091252d8820da2a78673849f240864363d4	document.firstbloom.release_1385	language.expression.en.sha256_6e177bd76f7a01f59b17750e6286bc2822855eecb4ccc9632ad2b6632c2707d0	Chocolate-covered cherries and strawberries	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_61bd8460ea621df24b8dda055985ebfd83bc66d8f3db7c02182a2d97c6c3a10c	document.firstbloom.release_1385	language.expression.en.sha256_fafab3ce1a97fec735b4d079ba622200dc0090c67afd7585169e1571ab5f768d	melon and lemon	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3c5ab254655bf7744fc9a8bc6588b8eb4e1ea9e00af48c9ce8f5d59b81cdbf48	document.firstbloom.release_1386	language.expression.en.sha256_11211c239a27bc0ad1c3b36276ba276e8d6d553ac6870d6a8294ec73677874a8	Smooth and sweet	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2a21db997a1cd4d4b2947700e41cff241163ffafcc157d8bb3db1fe53da60af3	document.firstbloom.release_1386	language.expression.en.sha256_55bab0ab39fcfa1308e6e05b32f153569ecc9586bb8dd18df131ebed657a2f97	with green apple	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c0d50dcdabb6035ac24c19d7b065a67f47d85573875f2291988fa635aa1b7616	document.firstbloom.release_1386	language.expression.en.sha256_e333488b52862ae4a16763b8a5c7ee22c7e4399511fa791c5767696c1ea43261	and a hint of cocoa	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_580378f2d143afde18f7304a12391e1f0473ae71c7eaabbf5da93e9734dbc785	document.firstbloom.release_1387	language.expression.en.sha256_2cd4b2b2654b50137dc7852f0abd70ee770b6c86b18871b59f0e0a2f1bda2933	Baker's chocolate and dark cherry	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fc5f836092d086557ca2ca85ffa7fa99cf8a82f064692dba76cd40d2549d35fe	document.firstbloom.release_139	language.expression.en.sha256_28db2e6e92ecc6e56ecd683cc7f0859159a8dfd4083653ab69919a902bea0735	Orange and Creamy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fa4cceedb7a77d9b7ec1102d123ed5b4948d2a7848084ab7e6289c127cb9092c	document.firstbloom.release_1390	language.expression.en.sha256_9db8a3c6de6c8da8ead72634f867138ff0e05ba77e2b34a2fea395f33df015be	Creamy notes of milk chocolate and almond	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e57483509e20853f1c12b52600ea17dcfacab6c90981b97477ce27106971d7a9	document.firstbloom.release_1390	language.expression.en.sha256_83b23e8175834a1693ad7422ccd7a61eddaa2be88b940191532eac23a31b3cd0	finishing with a soft sweetness	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ccb57dc2077cad7665abc793d32b820addc0797257c77e0dc68ac699d2b0151c	document.firstbloom.release_1391	language.expression.en.sha256_763fd3e2221294ddba1d65f9e7c0bfbe278ff66dad8c484d90543fea6edc0c59	peppercorn	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5b87d336bb02b5e9ac54cd98ca5832af793e8716476901888b10e7573fcc5647	document.firstbloom.release_141	language.expression.en.sha256_1613073137911b3487a278935771060f76d2aaabe03391e5df834f8aa88a5e3c	Peach and Creamy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b46c80654f730f49ff04255dbfd5f8fc3b7496d419cc5f50ee7fce258eda0563	document.firstbloom.release_1427	language.expression.en.sha256_4ec7168317d08508db4bfc18bfeec9dc65d350db9a23fbd95623809c569b826f	Balanced and full bodied with notes of molasses	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_09e83868fcc0ae33a17112b37525c641e73ad665d5955e607be5d5be6f5a6356	document.firstbloom.release_1427	language.expression.en.sha256_b61b32a588427a5b6835c6f6d3bedd380af233729d138f3256df28373bc96063	cocoa and grapefruit acidity	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b9c37237abb7de0a185ce55d45946357bc56ee4e4aeaae402b7e8f88794b7c72	document.firstbloom.release_1431	language.expression.en.sha256_9d1774741d303efe255fe7057d9586d124f40f6fd062f9baba73b8694c5a86ec	Bittersweet chocolate from aroma to finish	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_30a21be70ba65fbc90c252b5306590299542d7572ab0788c248ca644421411c4	document.firstbloom.release_1431	language.expression.en.sha256_68e4a834af8fe6da7ef5a4543a4bfec43e27ff11550c405062078131094b7f83	complemented by toasted nuts	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eed00dac8b1168d82daa0cf3fb174daf70618d7e3d6114c12828cecb3776dd34	document.firstbloom.release_1431	language.expression.en.sha256_fa348e33fc385cd2e267a6c8c1a0df5031e811e7e61a683c4ebed5fda83931b2	subtle lemon	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_478375ebf5e21e26b52bcee8d04ae4238654b8b9447c115d8e75eaef838ffb4d	document.firstbloom.release_1431	language.expression.en.sha256_462f70fc5b940cf51cd5d549f09cc0bd77864a9ff6b38b25a9a2d8dfe4cf9570	and creamy cocoa at the end	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_35b652d7a092cf6b1d4ff85e53bf8fffab0ee9212111c8fabd3d2012ce4dc4d5	document.firstbloom.release_1437	language.expression.en.sha256_50a3c7a38b3c9bc71206999cbf02d14f1e6f18d5906a8c5158de9b05ce39c92a	towering crema	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_59f6d6132f45c2eb7eb80f40b1b2625cff6731f37dff542c39bad3dbc82b32e7	document.firstbloom.release_1440	language.expression.en.sha256_1ff931f48d7872780b445980462d670354f03e44c63441e32dc901f467f05918	Cherry and chocolate aromas	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2622c89a2de59ade84854855d26712469f9544d4b4bfc6c829cd7609631d9f3a	document.firstbloom.release_1440	language.expression.en.sha256_02587876979917e4d3aa757ee7af8a7d1ebc2a325aaa1145a2ed5ac6291ff4ee	whisky	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
