census_item_key	item_kind	parent_key	series_key	source_family_key	edition_label	year	country_or_community	category_or_round	official_url	discovery_basis	source_snapshot_sha256	corpus_state	acquisition_state	rights_state	attempt_status	note
source:wcc_cb_rec4raelzybhh2uip	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rec4raelzybhh2uip	SCA Canada			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec4raeLzybHh2uiP	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Canada; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Canada
source:wcc_cb_rec6kvidw1gqaqubv	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rec6kvidw1gqaqubv	SCA Turkey Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec6KViDw1GQaqubv	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Turkey; designation=SCA Chapter|WCE Competition Body; competition_types=ROASTING; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Turkey Chapter; competition_types_from_current_WCC_event_calendar
source:wcc_cb_rec6lqu0yjlahunxc	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rec6lqu0yjlahunxc	Central Café y Cacao			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec6LQu0yJlahunxC	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Peru; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Central Café y Cacao
source:wcc_cb_rec7tuorabqiycucm	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rec7tuorabqiycucm	Café de Colombia			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec7tuORAbQIycuCm	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Colombia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Café de Colombia
source:wcc_cb_rec9rt4jchpkcwn8w	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rec9rt4jchpkcwn8w	SCA Sweden Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec9rT4JCHpkcwn8W	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Sweden; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Sweden Chapter
source:wcc_cb_recagnhh5aiyrwslp	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recagnhh5aiyrwslp	SCA United Kingdom Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recagNHH5aIyrwSlp	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=United Kingdom; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA United Kingdom Chapter
source:wcc_cb_recahobfxvazsne9r	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recahobfxvazsne9r	Busan Coffee Club (BCC)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recahObfXvAzSNE9r	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=South Korea; designation=Event Partner|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Busan Coffee Club (BCC)
source:wcc_cb_recam30lgpbukryzr	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recam30lgpbukryzr	Mulano			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recAm30LgPBUkRyzr	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Ecuador; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Mulano
source:wcc_cb_recaucmwthkwmahzq	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recaucmwthkwmahzq	Speciality Coffee Association of Southern Africa (SCASA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recAucMwthkwmAHZQ	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=South Africa; designation=WCE Competition Body; competition_types=BARISTA; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Speciality Coffee Association of Southern Africa (SCASA); competition_types_from_current_WCC_event_calendar
source:wcc_cb_recb2nvvtuijdxvwz	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recb2nvvtuijdxvwz	Asociación Nacional del Café (ANACAFE)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recb2NVvTuiJDXvwZ	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Guatemala; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociación Nacional del Café (ANACAFE)
source:wcc_cb_reccd2qbgyuexbewf	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reccd2qbgyuexbewf	The Cloud (Thailand Coffee Festival)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recCD2QBGYUEXBEWF	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Thailand; designation=WCE Competition Body|Event Partner; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=The Cloud (Thailand Coffee Festival)
source:wcc_cb_recdeylqqudi2kpxc	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recdeylqqudi2kpxc	SCA Netherlands Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recdEYLQquDi2kpXC	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Netherlands; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Netherlands Chapter
source:wcc_cb_recdwegkkkkomky5z	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recdwegkkkkomky5z	SCA Denmark Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recdWegkkKkomKy5Z	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Denmark; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Denmark Chapter
source:wcc_cb_rece0jvc0kghp6fn4	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rece0jvc0kghp6fn4	SCA Portugal Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recE0JVC0kgHP6FN4	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Portugal; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Portugal Chapter
source:wcc_cb_recffmt7hhjjuam2f	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recffmt7hhjjuam2f	En Taza			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recffmt7HhjjuAM2f	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Argentina; designation=Event Partner|WCE Competition Body; competition_types=CUP_TASTERS,LATTE_ART; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=En Taza; competition_types_from_current_WCC_event_calendar
source:wcc_cb_recgdwpowcmsn3iry	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recgdwpowcmsn3iry	Belgium			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recgdWpOwcmsN3iry	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Belgium; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Belgium
source:wcc_cb_recgl8pyokmrnghsa	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recgl8pyokmrnghsa	Cafe & Bakery Fair			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recgL8pyokmRNGHSA	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=South Korea; designation=Event Partner|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Cafe & Bakery Fair
source:wcc_cb_rechn4oh1tosdw5v5	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rechn4oh1tosdw5v5	Asociación Nacional de Profesionales y Amantes del Café (ANAPAC)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rechn4oH1TOSDW5v5	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Chile; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociación Nacional de Profesionales y Amantes del Café (ANAPAC)
source:wcc_cb_recimwi7ny5u6gdae	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recimwi7ny5u6gdae	Taiwan Coffee Association			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recIMWi7NY5u6gdAE	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Chinese Taipei; designation=WCE Competition Body; competition_types=CUP_TASTERS,BREWERS; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Taiwan Coffee Association; competition_types_from_current_WCC_event_calendar
source:wcc_cb_reciukjl05ckh1kz0	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reciukjl05ckh1kz0	Philippine National Coffee Competition			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recIuKjl05CKH1kz0	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Philippines; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Philippine National Coffee Competition
source:wcc_cb_recjcyxx1feorcrp6	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recjcyxx1feorcrp6	Specialty Coffee Association of Panama (SCAP)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recjcyXX1fEOrcRp6	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Panama; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Specialty Coffee Association of Panama (SCAP)
source:wcc_cb_recjjl0tt73kd7bks	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recjjl0tt73kd7bks	Zambian Coffee Growers Association			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recjJl0tt73kD7bKs	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Zambia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Zambian Coffee Growers Association
source:wcc_cb_recjukphalzoeasln	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recjukphalzoeasln	Lithuania C.B			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recJuKPHalZOeASLn	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Lithuania; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Lithuania C.B
source:wcc_cb_reckcjktqtfgrv0ep	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reckcjktqtfgrv0ep	Kenya Coffee Events			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recKCJKTQtFgrV0EP	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Kenya; designation=WCE Competition Body; competition_types=BARISTA; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Kenya Coffee Events; competition_types_from_current_WCC_event_calendar
source:wcc_cb_reckktcln4utdz26f	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reckktcln4utdz26f	Specialty Coffee Association of Indonesia			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reckKtCLn4uTdz26F	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Indonesia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Specialty Coffee Association of Indonesia
source:wcc_cb_reckx6oyskp32dd2y	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reckx6oyskp32dd2y	SCA Poland Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recKx6OysKP32dD2Y	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Poland; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Poland Chapter
source:wcc_cb_recljhhkyajwt39wl	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recljhhkyajwt39wl	SCA Germany Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recLJhhKyajwT39WL	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Germany; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Germany Chapter
source:wcc_cb_reclloxvqccnezkii	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reclloxvqccnezkii	Cafe Show Vietnam			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reclLoxVQCcnEZKiI	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Vietnam; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Cafe Show Vietnam
source:wcc_cb_reclnttocyt5ofhni	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reclnttocyt5ofhni	Asociacion Mexicana de Cafes y Cafeterias de Especialidad (AMCCE)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reclnTTOcyt5ofhNi	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Mexico; designation=WCE Competition Body; competition_types=BARISTA,BREWERS; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociacion Mexicana de Cafes y Cafeterias de Especialidad (AMCCE); competition_types_from_current_WCC_event_calendar
source:wcc_cb_recmeczefpvjwdhru	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recmeczefpvjwdhru	Singapore Coffee Association (SCA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recmeCZEfpVjWdHru	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Singapore; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Singapore Coffee Association (SCA)
source:wcc_cb_recnh9jxc15tg288s	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recnh9jxc15tg288s	Australian Specialty Coffee Association (ASCA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recnH9jXC15tG288S	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Australia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Australian Specialty Coffee Association (ASCA)
