presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.reference.assessor_003.session_02.position_10	pilot.round3d.session_slot.reference.assessor_003.session_02	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_1	10	910
pilot.round3d.session_slot.reference.assessor_003.session_02.position_11	pilot.round3d.session_slot.reference.assessor_003.session_02	pilot.round3d.sample.lot_02.dark.hybrid.rep_2	11	213
pilot.round3d.session_slot.reference.assessor_003.session_03.position_01	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_1	1	977
pilot.round3d.session_slot.reference.assessor_003.session_03.position_02	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_1	2	267
pilot.round3d.session_slot.reference.assessor_003.session_03.position_03	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium_light.immersion.rep_1	3	517
pilot.round3d.session_slot.reference.assessor_003.session_03.position_04	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_2	4	678
pilot.round3d.session_slot.reference.assessor_003.session_03.position_05	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_1	5	541
pilot.round3d.session_slot.reference.assessor_003.session_03.position_06	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_2	6	288
pilot.round3d.session_slot.reference.assessor_003.session_03.position_07	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_2	7	323
pilot.round3d.session_slot.reference.assessor_003.session_03.position_08	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium.immersion.rep_1	8	406
pilot.round3d.session_slot.reference.assessor_003.session_03.position_09	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_2	9	944
pilot.round3d.session_slot.reference.assessor_003.session_03.position_10	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_1	10	688
pilot.round3d.session_slot.reference.assessor_003.session_03.position_11	pilot.round3d.session_slot.reference.assessor_003.session_03	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_1	11	187
pilot.round3d.session_slot.reference.assessor_003.session_04.position_01	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_1	1	210
pilot.round3d.session_slot.reference.assessor_003.session_04.position_02	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_02.light.filter_percolation.rep_1	2	297
pilot.round3d.session_slot.reference.assessor_003.session_04.position_03	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_2	3	877
pilot.round3d.session_slot.reference.assessor_003.session_04.position_04	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_02.light.filter_percolation.rep_2	4	332
pilot.round3d.session_slot.reference.assessor_003.session_04.position_05	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_2	5	187
pilot.round3d.session_slot.reference.assessor_003.session_04.position_06	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_1	6	903
pilot.round3d.session_slot.reference.assessor_003.session_04.position_07	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_2	7	291
pilot.round3d.session_slot.reference.assessor_003.session_04.position_08	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_2	8	840
pilot.round3d.session_slot.reference.assessor_003.session_04.position_09	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.light.filter_percolation.rep_1	9	520
pilot.round3d.session_slot.reference.assessor_003.session_04.position_10	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_2	10	703
pilot.round3d.session_slot.reference.assessor_003.session_04.position_11	pilot.round3d.session_slot.reference.assessor_003.session_04	pilot.round3d.sample.lot_01.medium.hybrid.rep_1	11	866
pilot.round3d.session_slot.reference.assessor_003.session_05.position_01	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_1	1	206
pilot.round3d.session_slot.reference.assessor_003.session_05.position_02	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_2	2	677
pilot.round3d.session_slot.reference.assessor_003.session_05.position_03	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_1	3	318
pilot.round3d.session_slot.reference.assessor_003.session_05.position_04	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_1	4	674
pilot.round3d.session_slot.reference.assessor_003.session_05.position_05	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_2	5	738
pilot.round3d.session_slot.reference.assessor_003.session_05.position_06	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_1	6	319
pilot.round3d.session_slot.reference.assessor_003.session_05.position_07	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.dark.immersion.rep_1	7	303
pilot.round3d.session_slot.reference.assessor_003.session_05.position_08	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_2	8	530
pilot.round3d.session_slot.reference.assessor_003.session_05.position_09	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_1	9	428
pilot.round3d.session_slot.reference.assessor_003.session_05.position_10	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_2	10	681
pilot.round3d.session_slot.reference.assessor_003.session_05.position_11	pilot.round3d.session_slot.reference.assessor_003.session_05	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_1	11	952
pilot.round3d.session_slot.reference.assessor_003.session_06.position_01	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_2	1	527
pilot.round3d.session_slot.reference.assessor_003.session_06.position_02	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_1	2	716
pilot.round3d.session_slot.reference.assessor_003.session_06.position_03	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_2	3	715
pilot.round3d.session_slot.reference.assessor_003.session_06.position_04	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_2	4	434
pilot.round3d.session_slot.reference.assessor_003.session_06.position_05	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_02.light.cold_extraction.rep_1	5	235
pilot.round3d.session_slot.reference.assessor_003.session_06.position_06	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.light.filter_percolation.rep_2	6	888
pilot.round3d.session_slot.reference.assessor_003.session_06.position_07	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_1	7	422
pilot.round3d.session_slot.reference.assessor_003.session_06.position_08	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.light.immersion.rep_2	8	382
pilot.round3d.session_slot.reference.assessor_003.session_06.position_09	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_2	9	338
pilot.round3d.session_slot.reference.assessor_003.session_06.position_10	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_2	10	480
pilot.round3d.session_slot.reference.assessor_003.session_06.position_11	pilot.round3d.session_slot.reference.assessor_003.session_06	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_2	11	294
pilot.round3d.session_slot.reference.assessor_004.session_01.position_01	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_1	1	194
pilot.round3d.session_slot.reference.assessor_004.session_01.position_02	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_2	2	992
pilot.round3d.session_slot.reference.assessor_004.session_01.position_03	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_1	3	282
pilot.round3d.session_slot.reference.assessor_004.session_01.position_04	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_2	4	783
pilot.round3d.session_slot.reference.assessor_004.session_01.position_05	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_01.dark.immersion.rep_1	5	599
pilot.round3d.session_slot.reference.assessor_004.session_01.position_06	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_1	6	893
pilot.round3d.session_slot.reference.assessor_004.session_01.position_07	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_1	7	335
pilot.round3d.session_slot.reference.assessor_004.session_01.position_08	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_1	8	678
pilot.round3d.session_slot.reference.assessor_004.session_01.position_09	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.light.hybrid.rep_2	9	424
pilot.round3d.session_slot.reference.assessor_004.session_01.position_10	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_2	10	133
pilot.round3d.session_slot.reference.assessor_004.session_01.position_11	pilot.round3d.session_slot.reference.assessor_004.session_01	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_2	11	985
pilot.round3d.session_slot.reference.assessor_004.session_02.position_01	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_1	1	806
pilot.round3d.session_slot.reference.assessor_004.session_02.position_02	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_1	2	854
pilot.round3d.session_slot.reference.assessor_004.session_02.position_03	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	3	989
pilot.round3d.session_slot.reference.assessor_004.session_02.position_04	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	4	894
pilot.round3d.session_slot.reference.assessor_004.session_02.position_05	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	5	553
pilot.round3d.session_slot.reference.assessor_004.session_02.position_06	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	6	396
pilot.round3d.session_slot.reference.assessor_004.session_02.position_07	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	7	558
pilot.round3d.session_slot.reference.assessor_004.session_02.position_08	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	8	375
pilot.round3d.session_slot.reference.assessor_004.session_02.position_09	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	9	914
pilot.round3d.session_slot.reference.assessor_004.session_02.position_10	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	10	330
pilot.round3d.session_slot.reference.assessor_004.session_02.position_11	pilot.round3d.session_slot.reference.assessor_004.session_02	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	11	413
pilot.round3d.session_slot.reference.assessor_004.session_03.position_01	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	1	626
pilot.round3d.session_slot.reference.assessor_004.session_03.position_02	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	2	833
pilot.round3d.session_slot.reference.assessor_004.session_03.position_03	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_02.medium.immersion.rep_2	3	546
pilot.round3d.session_slot.reference.assessor_004.session_03.position_04	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	4	228
pilot.round3d.session_slot.reference.assessor_004.session_03.position_05	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	5	104
pilot.round3d.session_slot.reference.assessor_004.session_03.position_06	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	6	253
pilot.round3d.session_slot.reference.assessor_004.session_03.position_07	pilot.round3d.session_slot.reference.assessor_004.session_03	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	7	735
